Email Address,SITE,PHONE,TOWN,SITECOUNT
thecliffsmn@gmail.com,The Cliffs Restaurant & Bar,01758 720356,Pwllheli,1
thecopperpotcardigan@outlook.com,The Copper Pot,01239 814872,Cardigan,1
thecreigiauinn@gmail.com,Creigiau Inn,029 2280 0793,Creigiau,1
thefouralls@hotmail.com,Four Alls,01286 239136,Caernarfon,1
thehuntersmooninn@btconnect.com,The Hunters Moon Inn,01873 821499,Abergavenny,1
thelambbuilth@gmail.com,The Lamb,01982 551119,Builth Wells,1
thelifeboattavern@yahoo.com,"The Lifeboat, Tenby",,Tenby,1
themarketcross.shop@gmail.com,The Market Cross,01352 717800,Holywell,1
themasonsarmsbookings@gmail.com,The Masons Arms,01633 680308,Marshfield,1
themayquaypub@gmail.com,The Mayquay,01745 355544,Rhyl,1
themillersswansea@yahoo.com,The Millers Arms,01792 842614,Clydach,1
theminecwm@gmail.com,The Mine Neath Town and Carnivore By The Mine,01639 638379,Neath,2
themusebrecon@hotmail.com,The Muse Brecon,07791 654799,Brecon,1
thequeeninnenquiries@hotmail.com,The Queen Inn,01633 484252,Cwmbran,1
theroyaloak82@gmail.com,Ye Olde Royal Oak,01443 815786,Ystrad Mynach,1
thewaunwyllt@gmail.com,The Waun Wyllt Inn,01269 862941,Llanelli,1
tllogoblackbrown-wide-caps@2x-1-200x41.png,Tyddyn Llwyn Hotel & Bar,01766 513903,Porthmadog,1
topmonkey.mold@phoenixpub.co.uk,"The Top Monkey, Northop Hall",01244 638574,Mold,1
torrentwalkhotel.website@gmail.com,Torrent Walk Hotel,01341 422858,Dolgellau,1
toscanacowbridge@gmail.com,TOSCANA COWBRIDGE,01446 789115,Cowbridge,1
travelodge@example.co.uk,Travelodge Rhyl Seafront,0871 984 6548,Rhyl,1
tremeirchioncommunitypub@outlook.com,The Salusbury Arms,01745 710218,Denbigh,1
tw-share-facebook@2x.png,The Railway Inn,01938 580661,Welshpool,1
twelveknights.porttalbot@marstons.co.uk,Twelve Knights,01639 882381,Port Talbot,1
twobrewers.bridgend@phoenixpub.co.uk,Two Brewers,01656 661788,Bridgend,1
tworivers.chepstow@marstons.co.uk,The Two Rivers at Chepstow,01291 629159,Chepstow,1
twthillvaults.caernarfon@phoenixpub.co.uk,Twthill Vaults,01286 673279,Caernarfon,1
ty-rishaalehouse.bridgend@marstons.co.uk,Ty-Risha Alehouse,01656 725287,Bridgend,1
tygolchi@outlook.com,Tŷ Golchi,01248 671922,Bangor,1
tymawr.cardiff@marstons.co.uk,Ty Mawr,029 2075 4456,Cardiff,1
tynewyddinn.barry@phoenixpub.co.uk,Tynewydd Inn,01446 407767,Barry,1
tyseidr@gmail.com,Tŷ Seidr Bar & Bottle Shop,01970 615662,Aberystwyth,1
u003ethefundraisingclub@contactourlottery.org.uk,Ammanford Cricket Club,01269 594988,Ammanford,1
unityvenues@gmail.com,The Dock Feeder,,Cardiff,1
upperrectory@yahoo.co.uk,Upper Rectory Restaurant & Shepherds Hut Accommodation,01686 640930,Welshpool,1
user@domain.com,Porter's Cardiff and 11 other pubs,,Cardiff,12
viewings@tkrmanagement.co.uk,Saint Cadfans Lodge,01654 710533,Tywyn,1
walesoldestpub@btconnect.com,The Skirrid Mountain Inn,01873 890258,Abergavenny,1
warehouse@cks.wales,CK Foodstores,07741 546411,Gwaun-Cae-Gurwen,1
watermill.bridgend@marstons.co.uk,Watermill,01656 650562,Bridgend,1
wearecraftrepublic@gmail.com,Craft Republic,07344 792543,Barry,1
webmaster@tqg.org.uk,The Pant-yr-Ochain,01978 853525,Wrexham,1
weddings@cobbleskitchen.co.uk,The Cobbles Collective,01656 646361,Bridgend,1
wellington.brecon@marstons.co.uk,Wellington,01874 625225,Brecon,1
wethreeloggerheads@gmail.com,We Three Loggerheads,01352 810337,Mold,1
whitehallhotel.tywyn@phoenixpub.co.uk,Whitehall Hotel,01654 711103,Tywyn,1
willowtree.brynmawr@marstons.co.uk,Willow Tree,01495 310179,Ebbw Vale,1
wynnstayarmshotel.wrexham@marstons.co.uk,Wynnstay Arms Hotel,01978 291010,Wrexham,1
ycastell@btinternet.com,Y Castell Hotel,01286 678895,Caernarfon,1
ycerrigglas.pembrokedock@marstons.co.uk,Y Cerrig Glas,01646 684435,Pembroke Dock,1
ymanodfreehouse@gmail.com,Y Manod,01766 832101,Blaenau Ffestiniog,1
ynyscedwynarms.swansea@phoenixpub.co.uk,Ynyscedwyn Arms,01639 841000,Ystradgynlais,1
you@email.com,Hawthorn Inn and 8 other pubs,01443 843224,Pontypridd,9
your@email.com,Pool Hub Limited,07352 886194,Porth,1
