Email Address,SITE,PHONE,TOWN,SITECOUNT
info@thebelgravehotel.uk,"The Belgrave Hotel, Restaurant & Bar Tenby",01834 842377,Tenby,1
info@theboathouselaugharne.co.uk,The Boat House Bed & Breakfast,01994 427263,Kidwelly,1
info@thebuckleyarms.com,Buckley Arms,01650 531261,Machynlleth,1
info@thebungalowcamp.co.uk,The Bungalow Camp Caravan Park,01745 334897,Kinmel Bay,1
info@thecambrianinn.co.uk,The Cambrian Inn,01437 721210,St Davids,1
info@thecliffbury.co.uk,The Cliffbury Guest House,01492 877224,Colwyn Bay,1
info@theclochfaen.com,The Clochfaen,01686 440687,Llanidloes,1
info@thecraftycowbristol.co.uk,The Crafty Cow,0117 239 8832,Caldicot,1
info@thedolforinn.com,The Dolfor Inn,01686 626531,Newtown,1
info@thedolgochfalls.co.uk,Dolgoch,01654 782258,Tywyn,1
info@theeagleshotel.com,The Eagles Hotel,01492 640454,Llanrwst,1
info@thefalcondale.co.uk,The Falcondale,01570 422910,Lampeter,1
info@thegoldenlion.co.uk,The Golden Lion Hotel,01239 820321,Fishguard,1
info@thegraftonhotel.com,Grafton Hotel,01492 860054,Colwyn Bay,1
info@thegrousemoor.co.uk,The Grousemoor,01978 802680,Rhosllanerchrugog,1
info@thehallbucknell.co.uk,The Hall,07905 503039,Knighton,1
info@thekinmel.co.uk,The Kinmel & Kinspa,01745 832014,Rhyl,1
info@themillatglynhir.co.uk,The Mill at Glynhir,01269 853874,Ammanford,1
info@themountrooms.co.uk,Mount Rooms Hotel,01446 370145,Barry,1
info@thenewcourthotel.co.uk,The New Court Inn,01291 671319,Cwmbran,1
info@theoasiswales.co.uk,The Oasis B&B in Llandudno (BOOK DIRECT FOR BEST RATES),01492 877822,Rhos,1
info@theowlsbuilthwells.co.uk,The Owls,01982 552884,Llandrindod Wells,1
info@theradnorshirearmshotel.co.uk,The Radnorshire Arms Hotel,01544 267536,Knighton,1
info@theraven-farndon.co.uk,The Raven,07508 072077,Wrexham,1
info@theredlionllangynidr.com,The Red Lion,01874 618135,Ebbw Vale,1
info@theringanglesey.co.uk,The Ring,01407 830720,Amlwch,1
info@theroostonrockroad.com,The Roost,01446 753715,Barry,1
info@therosedene.co.uk,The Rosedene,01492 876491,Penrhyn Bay,1
info@theroyalgeorge.com,The Royal George,01291 689205,Chepstow,1
info@theroystonwales.com,The Royston,01650 519228,Machynlleth,1
info@thesandbanks.co.uk,The Sandbanks Hotel Barmouth,01341 212715,Dolgellau,1
info@thesandybee.co.uk,The Sandy Bee,,Brynteg,1
info@thesleepinggianthotel.co.uk,The Sleeping Giant Hotel,01639 730100,Neath,1
info@thespeechhouse.co.uk,The Speech House,01594 822607,Monmouth,1
info@thespires.co.uk,The Spires Serviced Apartments Cardiff,0345 270 0090,Cardiff,1
info@thestagginn.com,"The Stagg Inn, Titley",01544 329966,Knighton,1
info@theurbanspace.co.uk,Goodstay Apartments and Park Lane Aparthotel,029 2002 9959,Barry,2
info@thewalnuttreeinn.com,The Walnut Tree,01873 852797,Abergavenny,1
info@thewhitebrook.co.uk,The Whitebrook,01600 860254,Monmouth,1
info@thewoodcote.co.uk,The Woodcote Hotel / 610 Squadron Bar & Grill,0151 328 5730,Connah's Quay,1
info@thewyevalleyhotel.co.uk,The Wye Valley Hotel,01291 689441,Chepstow,1
info@threecliffsbay.com,Three Cliffs Bay Holiday Park,01792 371218,Gowerton,1
info@timberhill.co.uk,Timber Hill,01437 781239,Haverfordwest,1
info@tircethinfarm.co.uk,Tir-Cethin Farm,01792 879430,Gorseinon,1
info@tower-farm-holidays.co.uk,Tower Farm Holidays,07801 917386,Llangollen,1
info@treberfedd.co.uk,"Treberfedd Farm Holiday Cottages, Glamping & Farm Stays, Weekend breaks Wales, Conference/Retreats Venue",07970 081432,Lampeter,1
info@trefwales.com,Trefeddian Hotel,01654 767213,Aberystwyth,1
info@tregroes.co.uk,Tregroes Caravan Camping & Glamping Park,07971 328264,Fishguard,1
info@trevone.net,Trevone Hotel,01492 876314,Llandudno,1
info@tudorfarmhousehotel.co.uk,Tudor Farmhouse Hotel,01594 833046,Monmouth,1
info@ty-boia.co.uk,Tŷ Boia B & B,01437 720864,St Davids,1
info@tyannie.co.uk,Bethsaida,01239 615479,Cardigan,1
info@tycapelbandb.co.uk,Ty Capel B&B,07891 657002,Llanidloes,1
info@tyglyn.co.uk,Ty Glyn,01570 669001,Lampeter,1
info@tynewyddholidays.com,Tŷ Newydd Holidays,01874 665797,Brecon,1
info@tynyronnen.co.uk,Tyn-yr-Onnen,01286 650281,Caernarfon,1
info@ukguesthouseguide.co.uk,Alyn Lodge Bed and Breakfast,01978 855811,Gwersyllt,1
info@victoriainnsigingstone.com,Victoria Inn,01446 773943,Bridgend,1
info@visitpontardawe.com,Waterfall Lodge,07988 852997,Aberdare,1
info@wales-country-hotel.co.uk,"Tŷ Mawr Country House, Brechfa and Tŷ Mawr Country Hotel",01267 202332,Carmarthen,2
info@walesholidaylet.co.uk,Caerlyr Hall,0161 798 0222,Llanfairfechan,1
info@watersedge-pembrokeshire.co.uk,Waters Edge,01834 814335,Saundersfoot,1
info@welshgatehouse.com,Welsh Gatehouse Historic Holiday Let Welcomes Dogs,01291 638805,Chepstow,1
info@whitecourthotel.co.uk,White Court,01492 871583,Colwyn Bay,1
info@whitehall-hotel.co.uk,The Whitehall Guest House,01492 547296,Colwyn Bay,1
info@whitesandscamping.co.uk,Whitesands Camping,,St Davids,1
info@whitewatershotel.com,White Waters Country Hotel,07762 358542,Rhosllanerchrugog,1
info@willowacrescampsite.co.uk,Willow Acres Campsite,07743 912794,Abersychan,1
info@wiltonhotel.com,The Wilton,01492 878343,Conwy,1
info@windsorhoteluk.com,Windsor Hotel & Bar,01443 699236,Merthyr Tydfil,1
info@wisemansbridgeinn.co.uk,Wisemans Bridge Inn,01834 813236,Saundersfoot,1
info@woodhey-guesthouse.com,Woodhey Guest House,01978 262555,Wrexham,1
info@woodlandparklodges.co.uk,Woodland Park Lodges,01691 623809,Wrexham,1
info@yesterdayshotel.com,Yesterdays Hotel,01686 622644,Newtown,1
info@ygriffin.co.uk,The Griffin Hotel Ltd,01766 770005,Porthmadog,1
info@ynysfaigfarm.co.uk,Ynys Faig Camping and Caravan Site,07398 350669,Tywyn,1
info@ypengwern.co.uk,Y Pengwern,01766 762200,Blaenau Ffestiniog,1
info@yrhafan.co.uk,Yr Hafan,01348 837220,St Davids,1
info@yseler.co.uk,Y Seler,01545 574666,Lampeter,1
info@yseren.co.uk,Y Seren Hotel & Restaurant,01267 852952,Carmarthen,1
info@ytalbot.com,Y Talbot Tregaron,01974 298208,Lampeter,1
innsticks@gmail.com,Inn At The Sticks,01267 612727,Carmarthen,1
inquiries@the-melbourne.co.uk,Melbourne Guest House,01745 342762,Rhyl,1
ionaw321@gmail.com,Tangaer Holiday Cottage,07821 018010,Lampeter,1
irfonpods@gmail.com,Irfon Valley Pods,01591 620327,Builth Wells,1
ivybanktenby@gmail.com,Ivy Bank Guest House,01834 526503,Tenby,1
ivyhouse.dolgellau@gmail.com,Ivy House,01341 422535,Dolgellau,1
iwenquiries@bhguk.com,Inglewood Manor House,0151 339 5105,Connah's Quay,1
izabela17@afon-view.co.uk,Afon View Guest House,01690 710726,Llanrwst,1
jackie.emery65@gmail.com,Tuolumne Cottage,07392 329419,Denbigh,1
jackie@talbot-hotel.com,Talbot Hotel,01686 640881,Newtown,1
jan@gorwel.info,Gorwel,07773 394309,Pwllheli,1
jane@acme.com,Majestic Hotel Cardiff,029 2045 4777,Cardiff,1
jane@berclas.co.uk,Coed y Berclas luxury holiday accommodation,07903 290992,Bangor,1
jay@chesternow.co.uk,The Commercial Bar & Hotel and The City Hotel Chester,01244 409319,Buckley,2
jay@rhosonsea.com,Mount Stewart Hotel and The Ashmount,01492 330110,Abergele,2
jenna@nelsonmilford.com,Lord Nelson Hotel,01646 450445,Milford Haven,1
jennie@theoldmountainstables.co.uk,The Old Mountain Stables,07967 588153,Risca,1
jeremy@thesouthclifftenby.co.uk,The Southcliff,01834 842410,Tenby,1
jim@llwyndyrusfarm.com,Llwyndyrus Farm Spa Holidays,01766 810859,Pwllheli,1
jlilwen@erwlonfarm.co.uk,Erw-Lon Farm,01348 881297,Fishguard,1
john@doe.com,The Cliff Hotel & Spa and Rondeva,01239 613241,Sarn,2
john@email.com,Holland House Hotel Cardiff By Sunday and 13 other hotels,029 2043 5000,Cardiff,14
joneslochmeyler@gmail.com,The Farmhouse Lochmeyler,01348 831643,Fishguard,1
joni@clontarfhotel.co.uk,Clontarf Hotel,01492 877621,Conwy,1
jtqueenbb@gmail.com,Queen Bee & B,07535 309235,Merthyr Tydfil,1
judychamb1@hotmail.com,Talybont B and B Aberystwyth,01970 832343,Aberystwyth,1
julie@camgas.co.uk,Northop Hall Country House Hotel,01244 816181,Connah's Quay,1
juliet@lowefarm.co.uk,Lowe Farm - Bed & Breakfast Pembridge,01544 388395,Knighton,1
karenevans@easthookfarmhouse.co.uk,East Hook Farmhouse B & B,01437 762211,Haverfordwest,1
kate@avonview.co.uk,Avon View B&B,07412 018881,Undy and Magor,1
kath@squirrelsllangollen.co.uk,Squirrels Llangollen,01978 869041,Wrexham,1
kingsacrecamping@hotmail.com,Kings Acre,07790 117194,Connah's Quay,1
kingsarmsabergavenny@gmail.com,Kings Arms Hotel,01873 855074,Pontypool,1
kingshead.anglesey@phoenixpub.co.uk,Kings Head Hotel,01407 839164,Amlwch,1
kingtonaccommodation@gmail.com,Kington Accommodation,01544 209469,Knighton,1
lambandflag.abergavenny@marstons.co.uk,Lamb & Flag,01873 857611,Ebbw Vale,1
langdonvillaguesthouse@gmail.com,Langdon Villa Guest House,01834 849467,Tenby,1
langlandroad@hotmail.co.uk,Langland Road B&B,01792 361170,Gowerton,1
laura@gloriastay.co.uk,Gloria Stay Holiday Caravan,07840 876246,Aberystwyth,1
leisure@celtic-royal.co.uk,Celtic Royal Hotel,01286 674477,Bangor,1
leisure@lletycynin.co.uk,Llety Cynin,01994 232773,Llanelli,1
linda@oldvicwyevalley.co.uk,The Old Vicarage,01982 560680,Builth Wells,1
lionhotel_llanbister@btinternet.com,The Lion Hotel,01597 840244,Llandrindod Wells,1
lis@wildingwagon.co.uk,Wilding Wagon,07738 909068,Hay-on-Wye,1
littlehilllodges@gmail.com,Little Hill Lodges,07961 588002,Llandrindod Wells,1
llandeilowhitehart@gmail.com,White Hart Inn,01558 821254,Clydach,1
llanerchinn@btconnect.com,Llanerch Inn,01597 822234,Llandrindod Wells,1
lletyceiro@hotmail.co.uk,Llety Ceiro Country Guest House,01970 821900,Aberystwyth,1
llewcoch.bandb@gmail.com,Y Llew Coch,01492 651371,Conwy,1
llewelynbandb@gmail.com,Llys Llewelyn Guest House,07926 416079,Conwy,1
lluestcottages@gmail.com,Lluest Cottages,07786 157486,Lampeter,1
llynaccommodation@btinternet.com,Pen Llŷn Bed and Breakfast,01758 770755,Pwllheli,1
lowfieldinn@hotmail.com,The Lowfield Inn,01743 891313,Welshpool,1
lucy@hollowoakglamping.co.uk,Hollow Oak Glamping,07780 701553,Abergele,1
lyndon_beddoe@hotmail.com,Gail's,01446 678085,Barry,1
lynne.13@btinternet.com,Clemenstone House B&B,07714 703884,Bridgend,1
lynne@egryn.com,The Egryn,07918 132003,Pwllheli,1
maenanabbey.1@gmail.com,Maenan Abbey Hotel Ltd,01492 660247,Llanrwst,1
maenhir61@yahoo.com,Maen Hir Guest House,01248 716077,Bangor,1
mail@estuarylodge.co.uk,Estuary Lodge Motel,01766 771155,Porthmadog,1
mail@hotelwoodlands.co.uk,Woodlands Guest House,01834 813338,Saundersfoot,1
mail@stayinpembrokeshire.co.uk,Langdon Farm Guest House,01834 814803,Saundersfoot,1
mail@wernfawr.co.uk,Wern Fawr Manor Farm,01758 740156,Pwllheli,1
mail@wildernest.co.uk,Wildernest,01570 471725,Lampeter,1
manager@clynegolfclub.com,Somerfield Lodge,01792 401989,Swansea,1
manorbedw@btinternet.com,Manor Bedw Holiday Cottage,01437 563989,Narberth,1
margaret@uppercalffieldfarm.co.uk,Upper Calffield Farm,07968 028031,Haverfordwest,1
maria@tyllewelyn.com,Ty Llewelyn Glamping & Camping,07483 846101,Newtown,1
marierowtonpoplars@gmail.com,Rowton Poplars Hotel & The Indian Restaurant,01244 335901,Gresford,1
marinas@yachthavens.com,Haven Pods - Neyland,01646 601601,Milford Haven,1
mark@marinaterrace.co.uk,Marina Terrace,07976 738556,Pwllheli,1
marketing@rwts.uk,Rwts Rooms and Resto,01437 781175,Milford Haven,1
marketstavernhotelbrecon@gmail.com,Markets Tavern Hotel,01874 611595,Brecon,1
marlboroughhousetenby@gmail.com,Marlborough Guest House,01834 842961,Tenby,1
martin.gover@craigynoscastle.com,Dog Friendly Wales at Craig y Nos Castle,01639 731167,Ystradgynlais,1
mary@tregib.co.uk,Tŷ Cefn Tregib,07449 447796,Llandybie,1
meadowgreenfarm@gmail.com,Meadow Green Farm Holiday Cottages,07415 498415,Saundersfoot,1
michelle@whitelionhotel.co.uk,The White Lion Hotel,01654 703455,Tywyn,1
mike@tynewydd.com,Tŷ Newydd Leisure Park,01248 450677,Brynteg,1
minydon1@aol.com,Min y Don Guest House 5 Star Gold Award,01248 680742,Bangor,1
moatfarmglamping@gmail.com,Moat Farm Glamping,07506 671420,Newtown,1
monfaguesthouse@hotmail.com,Monfa Guest House,01654 710858,Tywyn,1
moonlit@gmail.com,The Miles Arms Hotel,0117 252 6600,Undy and Magor,1
name@email.com,Fairyhill,0330 043 9177,Llanelli,1
nantycoedlodges@gmail.com,Nant y coed lodges,07538 927586,Newtown,1
ncraiglwyd.hall@thornleyleisure.co.uk,Ocean Heights Caravan Park and Craiglwyd Hall Caravan Park,01766 810519,Pwllheli,2
nev200@msn.com,Smithfield Farm B&B,07483 828888,Llandrindod Wells,1
news@emails.britanniahotels.com,Grand Hotel Llandudno,01492 876245,Colwyn Bay,1
nianewinn@icloud.com,New Inn,01691 860229,Newtown,1
noamv22@site123-gal-editor-b.com,The Wylfa,01758 712333,Pwllheli,1
norris.oca@talk21.com,The Old Carpenters Arms,01656 890333,Bridgend,1
nortonhousebandb@gmail.com,Norton House B&B,07752 183007,Monmouth,1
nortonoldvic@btinternet.com,Old Vicarage Bed & Breakfast,01544 260038,Knighton,1
noyaddtrefawr@icloud.com,Noyadd Trefawr,07932 643740,Cardigan,1
oakenholtfarmbandb@gmail.com,Oakenholt Farm,01352 733264,Connah's Quay,1
oakfieldhousebedandbreakfast@gmail.com,Oakfield House Bed & Breakfast,01690 710973,Llanrwst,1
od.jones@btinternet.com,Cremlyn Farm B&B,01248 810420,Benllech,1
office@lleweniparc.co.uk,Lleweni Parc,01745 817431,Denbigh,1
office@lowermonkton.co.uk,Lower Monkton Glamping,07813 914220,Llantwit Major,1
office@plasglasgwm.co.uk,Plasglasgwm,01690 760181,Blaenau Ffestiniog,1
office@sunnyvaleuk.co.uk,Sunnyvale,01745 343584,Rhyl,1
office@thetairbullinn.co.uk,The Tai’r Bull Inn,01874 622600,Brecon,1
office@wern-newydd.co.uk,Wern Newydd Tourer Park,01758 740220,Pwllheli,1
oldpriory@btconnect.com,Old Priory Guest House,01267 237471,Carmarthen,1
oldstorehouse1001@gmail.com,The Old Store House,01874 665499,Brecon,1
oldtredegar@gmail.com,The Old Tredegar,01639 831722,Ystalyfera,1
oldwhitehart17@outlook.com,White Hart,01446 796956,Rhoose,1
oliver422@btinternet.com,Severn Caravan Resort Park,01938 580238,Welshpool,1
oysterhouse@youngs.co.uk,Oyster House (Hotel),01792 823159,Swansea,1
panoramacottage@gmail.com,Panorama Cottages,07815 900165,Wrexham,1
panoramiccampingandglamping@gmail.com,Panoramic camping & glamping ltd,07957 678338,Llanelli,1
pantybeiliau.house@gmail.com,Pantybeiliau House Bed and Breakfast,01873 770212,Pontypool,1
parciaucaravans@gmail.com,Parciau Caravan Park,01248 853714,Brynteg,1
parkersnewtown@yahoo.co.uk,Parkers House B&B & Restaurant,01686 626095,Newtown,1
paula.jenkins@hotmail.co.uk,Tŷ Llwyd B and B,01348 831583,Goodwick,1
paula@snowdoniafarm.com,Snowdonia Holidays - Tyddyn du Farm (Eryri),07867 577522,Blaenau Ffestiniog,1
pedro.reis@airfreedom.net,96 Caerleon Road | Serviced Apartments and Eveswell Studios,029 2120 0119,Newport,2
penheligarmshotel.aberdyfi@marstons.co.uk,Penhelig Arms Hotel,01654 767215,Tywyn,1
penlanlodges@gmail.com,PENLAN LODGES,07805 122110,Llandrindod Wells,1
penrhynquarrycottages@gmail.com,Number 21 and Cycle to the Zipwire,07984 360294,Bethesda,2
pentowerpembs@aol.com,Pentower,01348 874462,Fishguard,1
phillips285@btinternet.com,Gremlin Lodge,07919 318809,Brecon,1
pierhotel@hotmail.com,The Pier Hotel,,Aberystwyth,1
ploughandharrowbrecon@gmail.com,Plough & Harrow Inn,01874 622709,Brecon,1
poacheralehouse@gmail.com,The Poacher Portishead,0117 452 5070,Caldicot,1
pontcannainn@youngs.co.uk,Pontcanna Inn (Hotel) and Pontcanna Inn,029 2023 2917,Cardiff,2
post@galltyglyn.com,Gallt Y Glyn Hostel - Pizza a Peint,01286 870370,Bethesda,1
post@greenbanklodge.com,Greenbank Lodge,01824 704830,Ruabon,1
post@lletyarall.org,Llety Arall Hotel,07721 497283,Caernarfon,1
post@llwynmafonisaf.co.uk,Gwyliau Llwyn Mafon Isaf Holidays,07503 192994,Porthmadog,1
post@llysderwen.com,Llys Derwen Caravan and Campsite Snowdon,07791 865841,Caernarfon,1
post@manorhaus.com,Manorhaus Ruthin and M H Townhaus Bnb,01824 704830,Mold,2
post@padogbandb.co.uk,Padog B & B,01492 640942,Llanrwst,1
post@plascochsnowdonia.co.uk,Plas Coch Guest House,01286 872122,Caernarfon,1
post@taldraeth.com,Taldraeth,01766 770892,Blaenau Ffestiniog,1
post@theslate.co.uk,The Slate / Y Llechan,01248 355500,Bangor,1
press@google.com,Nant House,,Wrexham,1
priskillyforest276@outlook.com,Priskilly Forest Country House,01348 840276,Fishguard,1
prisoner@cellb.org,Hostel Cellb,01766 832001,Blaenau Ffestiniog,1
quarrylodgecamping@gmail.com,Quarry Lodge Campsite,07967 101404,Carmarthen,1
queensbridgehotel@btinternet.com,Queensbridge Hotel,01970 612343,Aberystwyth,1
rachelz@clearvewe.com,Clearvewe,01291 671515,Usk,1
rahan@k2re.co.uk,The Valley Hotel,01407 740203,Holyhead,1
rana75@me.com,Afon Gwyn Country House,01690 710442,Cross Hands and Pen-y-groes,1
rdan@danjonesimages.co.uk,Snowdonia Hideaway,07484 197342,Tywyn,1
reception.nantddu@belvilla.com,Nant Ddu Lodge,01685 379111,Merthyr Tydfil,1
reception@aberpark.com,Aberystwyth Park Lodge Hotel,01970 636333,Aberystwyth,1
reception@angelhotelcardiffcity.co.uk,Angel Hotel Cardiff,029 2064 9200,Cardiff,1
reception@aztechotelbristol.co.uk,Aztec Hotel & Spa,01454 201090,Chepstow,1
reception@baycourt-llandudno.com,Bay Court,01492 877356,Colwyn Bay,1
reception@beachcliff.co.uk,Beachcliff Hotel & Apartments,0333 012 4074,Barry,1
reception@black-boy-inn.com,Black Boy Inn Hotel Caernarfon and 2 other hotels,01286 673604,Bangor,3
reception@bradfordarmshotel.co.uk,The Bradford Arms Hotel,01691 830582,Welshpool,1
reception@bulkeleyhotel.co.uk,The Bulkeley Hotel,01248 810415,Bangor,1
reception@caerwylan.co.uk,Caerwylan Hotel & Tonnau Restaurant,01766 522547,Caernarfon,1
reception@coastalparkhotel.co.uk,Coastal Park Accommodation,01554 583249,Llanelli,1
reception@esplanadellandudno.com,Esplanade Hotel,01492 860300,Llandudno,1
reception@flintmountainparkhotel.co.uk,Flint Mountain Park Hotel,01352 736000,Connah's Quay,1
reception@imperialhoteltenby.co.uk,"Imperial Hotel, Tenby",01834 843737,Tenby,1
reception@lakecottages.co.uk,Lake Cottages at Cwm Chwefru,01597 860447,Llandrindod Wells,1
reception@llwynonnguesthouse.co.uk,Llwyn Onn Guest House & Glamping,07749 961749,Ruthin,1
reception@moretonpark.co.uk,Moreton Park Hotel,01691 776666,Wrexham,1
reception@oddfellowschester.com,Oddfellows Chester,01244 345454,Hawarden,1
reception@oldcourthotel.co.uk,The Old Court Hotel,01600 890367,Chepstow,1
reception@paddockshotel.com,The Paddocks Hotel,01600 890246,Monmouth,1
reception@parkhoteltenby.com,Park Hotel Tenby,01834 842480,Tenby,1
reception@princellewelyn.co.uk,Prince Llewelyn Hotel,01766 890242,Blaenau Ffestiniog,1
reception@rowtonhallhotel.co.uk,Rowton Hall Hotel and Spa,01244 335262,Gwersyllt,1
reception@royalsportsman.co.uk,Royal Sportsman Hotel & Restaurant,01766 512015,Porthmadog,1
reception@spilmanhotel.co.uk,Spilman Hotel,01267 237037,Llanelli,1
reception@tanronneninn.com,Tanronnen Inn,01766 890347,Blaenau Ffestiniog,1
reception@thealeppo.co.uk,The Aleppo Merchant Inn Ltd,01686 420210,Newtown,1
reception@thecawdor.com,Cawdor,01558 823500,Ammanford,1
reception@thehotelchester.co.uk,The Hotel Chester,0800 246 1100,Connah's Quay,1
reception@theimperial.co.uk,The Imperial Hotel,01492 877466,Colwyn Bay,1
reception@themorganscollection.co.uk,The Georgian Swansea,01792 484848,Swansea,1
reception@thornburycastle.co.uk,Thornbury Castle Hotel,01454 281182,Chepstow,1
reception@threerivershotel.co.uk,Three Rivers Hotel and Undercliffe Caravan Park,01267 267270,Llanelli,2
reception@threesalmons.co.uk,Three Salmons Hotel,01291 672133,Cwmbran,1
reservations.whitemill@gmail.com,White Mill,,Narberth,1
reservations@baseservicedapartments.com,Base Serviced Apartments - City Road,0151 702 9222,Gwersyllt,1
reservations@baytreehotel.co.uk,The Baytree Hotel,01492 875858,Llandudno,1
reservations@bestwesternheronstonhotel.co.uk,Heronston Hotel & Leisure Club,01656 668811,Bridgend,1
reservations@brynmeadows.co.uk,Bryn Meadows Golf Hotel & Spa,01495 225590,Merthyr Tydfil,1
reservations@caemorhotel.co.uk,Cae Môr Hotel,01492 878101,Colwyn Bay,1
reservations@cardenpark.co.uk,Carden Park Hotel,01829 731000,Llay,1
reservations@coachhousebrecon.com,The Coach House Brecon,01874 620043,Brecon,1
reservations@crabwallhotel.co.uk,Crabwall Manor Hotel & Spa - managed by Legacy Hotels and Resorts,01244 851666,Wrexham,1
reservations@diplomat-hotel-wales.com,The Diplomat Hotel Restaurant and Spa,01554 756156,Llanelli,1
reservations@grosvenorpulfordhotel.co.uk,Grosvenor Pulford Hotel & Spa,01244 570560,Wrexham,1
reservations@grovenarberth.co.uk,Grove of Narberth,01834 860915,Narberth,1
reservations@heritageparkhotel.co.uk,Heritage Park Hotel,01443 687057,Aberdare,1
reservations@innmail.co.uk,The Royal Oak Hotel and The Wynnstay Hotel & Restaurant,01938 552217,Newtown,2
reservations@lanelayhall.co.uk,Lanelay Hall Hotel and Spa,01443 558309,Barry,1
reservations@lionquays.co.uk,Lion Quays Resort & Spa,01691 684300,Wrexham,1
reservations@millhotel.com,The Mill Hotel & Spa,01244 350035,Connah's Quay,1
reservations@pantglas-hall.co.uk,"Pantglas Hall - Holiday and leisure resort, Restaurant, Swimming Pool and Gym",01558 668751,Ammanford,1
reservations@parcybryn.com,Parc y Bryn Serviced Apartments,01970 000000,Aberystwyth,1
reservations@penmaenuchaf.co.uk,Penmaenuchaf Hotel,01341 212121,Denbigh,1
reservations@quayhotel.co.uk,Quay Hotel & Spa,01492 564100,Colwyn Bay,1
reservations@royaloakhotel.net,Royal Oak Hotel,01690 710219,Blaenau Ffestiniog,1
reservations@ruthincastle.co.uk,Ruthin Castle Hotel and Spa,01824 702664,Rhosllanerchrugog,1
reservations@stgeorgeswales.co.uk,St George's Hotel,01492 877544,Colwyn Bay,1
reservations@tyrgraigcastle.co.uk,Tŷ’r Graig Castle,01341 280470,Tywyn,1
rhian@cresswellhouse.co.uk,Barafundle House,01646 651435,Tenby,1
richard@thekestrelinn.com,The Kestrel Inn B&B Only,01874 731044,Crickhowell,1
riverhouse@icardiff.co.uk,The Riverhouse and 2 other hotels,029 2010 5590,Cardiff,3
riverside@dolbrodmaeth.com,Dolbrodmaeth Riverside B&B,01650 531333,Machynlleth,1
robyn@croesogrwp.com,The Crown Inn and 3 other hotels,01597 811099,Llandrindod Wells,4
rodrick.jones@hotmail.co.uk,Gamul Place Chester,07595 972200,Connah's Quay,1
rooms@bryncochbandb.co.uk,Bryncoch Bed and Breakfast,07704 616121,Llanelli,1
ros@geodomes.com,Racquety Lodge,,Hay-on-Wye,1
roseandcrown.nottage@marstons.co.uk,Rose & Crown,01656 784850,Bridgend,1
route47glamping@gmail.com,Route 47 Glamping,07790 770839,Tumble,1
royalgoathotel@gmail.com,Royal Goat Hotel Book Direct for Best Price.,01766 623089,Caernarfon,1
rsvns@theseafronthotel.co.uk,County Hotel and The Seafront Hotel by Compass Hospitality,01492 878711,Colwyn Bay,2
sales@bessemerhotel.co.uk,The Bessemer Hotel,01685 350780,Merthyr Tydfil,1
sales@heronslakeretreat.com,Herons Lake Retreat Lodges,07951 446637,Denbigh,1
sales@osbornehouse.com,Osborne House,01492 860330,Llandudno,1
sales@stbridescottage.co.uk,St Brides Cottage,07828 667932,Saundersfoot,1
sales@thebroadwayhotel.com,The Broadway Hotel,01492 876398,Llandudno,1
salterns@hensonleisuregroup.co.uk,Saltern Holiday Park,01834 842157,Tenby,1
sam@plattsfarm.com,Platt's Farm Campsite & Bunkhouse,01248 680105,Llanfairfechan,1
samanthaparkerbamford@gmail.com,Sunbank Accommodation,07791 232029,Chirk,1
sample@gmail.com,Craig Y Glyn,01758 740352,Pwllheli,1
sandra@tyn-y-bryn.co.uk,Tyn-y-Bryn,07876 152476,Abergavenny,1
sandyhillguesthouse@gmail.com,Sandyhill Guest House,01834 844799,Saundersfoot,1
saracenshead2023@outlook.com,Saracens Head,01766 890841,Blaenau Ffestiniog,1
sarah@stkatharines-house.co.uk,St Katharine's House,01646 699266,Milford Haven,1
serafina@penycoedhall.com,Penycoed Hall,07539 331464,Dolgellau,1
serenitylodgewales@gmail.com,Serenity Lodge Wales,01558 669181,Llandybie,1
sessileoak.llanelli@marstons.co.uk,Sessile Oak,01554 752784,Llanelli,1
sharon@byrecottages.co.uk,Byre Cottages,01239 814537,Cardigan,1
sheeppenglamping@gmail.com,Sheep Pen Glamping,07527 676646,Caerphilly,1
shelley-guesthouse@hotmail.co.uk,Cardigan Bay Guest House and Celtic Bay Guest House,01970 600420,Aberystwyth,2
simon@srdavispoultry.co.uk,The Anchorage & The Tackleshed,07710 039197,Rhoose,1
sleep@arlanfor.co.uk,Arlanfor,07920 866567,Brynteg,1
sportsmanslodgebb@gmail.com,Sportsmans Lodge B & B,01407 832341,Amlwch,1
stat@errisvilla.co.uk,Erris Villa,01982 553714,Llandrindod Wells,1
stay@acapitalapartment.com,Capital Apartments,029 2047 1512,Dinas Powys,1
stay@ballasfarm.co.uk,Ballas Farm Country Guest HOUSE,07966 366782,Bridgend,1
stay@beggars-reach.com,Beggars Reach Hotel,01646 600700,Milford Haven,1
stay@bellringerscottage.co.uk,"Bellringers Cottage, Llandegla",07878 470445,Mold,1
stay@betweenthebays.co.uk,Between The Bays Exclusively for Adults,01492 877752,Llandudno,1
stay@bodgwynedd.com,Bod Gwynedd B&B,01690 710717,Bethesda,1
stay@campingstdavids.co.uk,Rhosgadw farm campsite,07828 515039,St Davids,1
stay@castlehousebandb.co.uk,Castle House B&B,01745 816860,Abergele,1
stay@conwy-bedandbreakfast.co.uk,Glan Heulog B&B,01492 593845,Conwy,1
stay@cottage-stdavids.co.uk,Tower Hill Cottage,07770 555646,St Davids,1
