Email Address,SITE,PHONE,TOWN,SITECOUNT
info@redsun-chinese-takeaway.co.uk,Red Sun Chinese Takeaway,01792 845937,Clydach,1
info@reggieswxm.co.uk,Reggie's Artisan Kitchen and Bistro,01978 803003,Rhostyllen,1
info@rhoskebabpizzahouse.com,Rhos Kebab & Pizza House Wrexham,01978 844416,Rhosllanerchrugog,1
info@rhospizzakebab.com,Rhos Pizza Kebab,01492 545582,Rhos,1
info@riverbanc.co.uk,Riverbanc Cafe & Hotel,01978 799903,Llangollen,1
info@rivers-edge.co.uk,The Rivers Edge,01873 818172,Abergavenny,1
info@riversidepennal.co.uk,Riverside Hotel Glan Yr Afon,01654 791385,Machynlleth,1
info@roguewelshcakes.com,The Rogue Welsh Cake Company,07919 800252,Newport,1
info@romeosbythesea.com,Romeo's By The Sea,029 2070 3428,Penarth,1
info@roseandcrowntintern.co.uk,"The Rose & Crown, Tintern",01291 689254,Chepstow,1
info@royalship.pub,"Royal Ship, Dolgellau",01341 422209,Dolgellau,1
info@safarbistrogrill.com,Safar Bistro Grill | Wrexham,01978 541642,Wrexham,1
info@saffronpontypridd.co.uk,Saffron Indian Takeaway Pontypridd,01443 408044,Pontypridd,1
info@saundersfootharbour.co.uk,Seafood Deli (Harold O'Vinegars),,Saundersfoot,1
info@seashantycafe.co.uk,Sea Shanty Cafe,01407 728200,Holyhead,1
info@secrethg.co.uk,ROK Mumbles and The Lighthouse Bar & Kitchen And Lounge,01792 712210,Swansea,2
info@serenrestaurantrhos.com,Seren Cafe and Restaurant,07375 674934,Colwyn Bay,1
info@shipaberporth.co.uk,The Ship Bar & Grill,01239 810822,Porth,1
info@shottontandoori.com,Shotton Tandoori Takeaway,0191 526 0747,Shotton,1
info@silurespenarth-amh.com,Silures at Holm House,029 2297 0251,Penarth,1
info@snoozewinebar.com,Snooze Restaurant,01492 868221,Llandudno,1
info@sopnamenai.co.uk,Sopna Menai Tandoori,01248 717778,Menai Bridge,1
info@spicehut-caerphilly.co.uk,Spice Hut Caerphilly,029 2088 5100,Caerphilly,1
info@spiceislandmenaibridge.co.uk,Spice Island Menai Bridge,01248 712000,Menai Bridge,1
info@spiceplus.co.uk,Spice Plus,01443 225151,Talbot Green,1
info@spicetrailmonmouth.com,Spice Trail,01600 715200,Monmouth,1
info@stamfordgatehotel.co.uk,The Stamford Gate Hotel,01352 712942,Flint,1
info@stdavidscrosshotel.co.uk,St. Davids Cross Hotel,01437 720387,St Davids,1
info@stubbornduckling.co.uk,The Stubborn Duckling Ltd,01545 571700,Cardigan,1
info@sugarcs.com,Talbot Green Shopping Park,,Talbot Green,1
info@sundarbon-kitchen.co.uk,Sundarbon,01873 268220,Abergavenny,1
info@sutrarestaurant.co.uk,Sutra Indian Cuisine,01443 711907,Pontypridd,1
info@t-bones.co.uk,T-Bones Bar & Grill,01639 644444,Neath,1
info@tajmerthyr.com,Taj Restaurant,01685 388344,Merthyr Tydfil,1
info@talbotarmspontyclun.co.uk,The Talbot Arms,01443 803748,Pontyclun,1
info@talkofthetownholywell.com,Talk Of The Town,01352 712121,Holywell,1
info@tanwoodfiredpizza.co.uk,Tân Woodfired Pizza,01286 671569,Caernarfon,1
info@tasteofbengalbroadway.co.uk,Taste of Bengal,01443 403987,Pontypridd,1
info@tasteofhungarian.co.uk,Taste of Hungarian,01792 448491,Neath,1
info@tasteofindiaporth.com,Taste of India,01443 687666,Porth,1
info@templebaramroth.co.uk,Templebar Inn,01834 812486,Saundersfoot,1
info@the-farmers-arms.com,Farmers Arms,01874 202132,Crickhowell,1
info@theabbeyfarm.co.uk,Abbey Farm Bistro,01978 860239,Llangollen,1
info@thebarleymowbuilth.co.uk,The Barley Mow Public House,01982 553198,Builth Wells,1
info@thebeacheshotel.com,Promenade Bistro | Bar,01745 853072,Prestatyn,1
info@thebeachmotel.co.uk,The Driftwood Bar & Restaurant,01407 860332,Holyhead,1
info@thebeauforthotel.co.uk,Beaufort Hotel,01291 622497,Chepstow,1
info@thebelgravehotel.uk,"The Belgrave Hotel, Restaurant & Bar Tenby",01834 842377,Tenby,1
info@thebellcaerleon.co.uk,The Bell Inn Caerleon,01633 420613,Newport,1
info@theblackprince.co.uk,Black Prince,07369 215738,Blackwood,1
info@thebluelioncynwyd.co.uk,The Blue Lion,01490 413656,Aston,1
info@theboataterbistock.co.uk,The Boat Inn,01978 280205,Wrexham,1
info@thebroughton.co.uk,The Broughton,01270 814576,Broughton,1
info@thebuckleyarms.com,Buckley Arms and Qingxiang Garden Chinese Restaurant,01650 531261,Buckley,2
info@thebugfarm.co.uk,Grub Kitchen,,St Davids,1
info@thecambrianinn.co.uk,The Cambrian Inn,01437 721210,St Davids,1
info@thecaptainstable-barmouth.co.uk,The Captain's Table,01341 280385,Dolgellau,1
info@thecastleinncaldicot.co.uk,The Castle Inn Caldicot,01291 430830,Chepstow,1
info@thecelticarms.co.uk,The Celtic Arms,01352 840423,Buckley,1
info@thechequerssteepleaston.co.uk,The Chequers,01869 389174,Aston,1
info@thecheshirecheeseinn.co.uk,The Cheshire Cheese Inn,01433 620381,Hope,1
info@thecoastheswall.co.uk,the Coast Heswall,0151 294 2899,Holywell,1
info@thecrossfoxes-trawsfynydd.com,"The Cross Foxes Bunkhouse, Restaurant & Bar",07506 710820,Blaenau Ffestiniog,1
info@thedolforinn.com,The Dolfor Inn,01686 626531,Newtown,1
info@theeagleshotel.com,The Eagles Hotel Bar & Restaurant and The Eagles Hotel,01492 640454,Llanrwst,2
info@thefalcondale.co.uk,The Falcondale,01570 422910,Lampeter,1
info@thefforest.co.uk,Fforest Inn,01544 350526,Llandrindod Wells,1
info@thefox-stbridesmajor.co.uk,The Fox,01656 881048,Bridgend,1
info@thefoxatpenllyn.co.uk,The Fox at Penllyn,01446 772352,Pontyclun,1
info@thegalleyneyland.co.uk,The Galley - Neyland Yacht Club,01646 600267,Pembroke Dock,1
info@theglascoed.co.uk,The Glascoed Pub,07495 561674,Usk,1
info@thegoldenlion.co.uk,The Golden Lion Hotel,01239 820321,Newport,1
info@thegrandsultan.co.uk,The Grand Sultan,01639 892223,Neath,1
info@thegreenfieldinn.com,The Greenfield Inn,01554 227576,Llanelli,1
info@thehalfmoon.wales,Half Moon,01554 772626,Llanelli,1
info@thehorseshoe.wales,Horse Shoe Inn,01873 268773,Crickhowell,1
info@thejoiners.info,The Joiners Arms,01792 232658,Bishopston,1
info@thekerrylamb.co,The Kerry Lamb,01686 670226,Newtown,1
info@thekinmel.co.uk,Brasserie 1786 at The Kinmel & Kinspa and The Kinmel & Kinspa,01745 832014,Kinmel Bay,2
info@themagicbarlive.co.uk,The Magic Bar Live,01492 370013,Llandudno,1
info@themillatglynhir.co.uk,The Mill at Glynhir,01269 853874,Llandybie,1
info@themillracepub.com,The Mill Race,01989 562891,Monmouth,1
info@themisbah.com,Misbah Tandoori,,Monmouth,1
info@thenewcourthotel.co.uk,The New Court Inn,01291 671319,Usk,1
info@theoldcastleinn.co.uk,The Old Castle Inn,01656 858207,Sarn,1
info@theoldmoathouse.com,The Old Moathouse,01554 891874,Burry Port,1
info@thepigandapple.co.uk,The Pig & Apple,,Monmouth,1
info@thepilotpenarth.co.uk,The Pilot Penarth,029 2071 0615,Penarth,1
info@theploughandharrowpub.co.uk,Plough & Harrow,01443 875892,Penpedairheol,1
info@thepottedpig.com,The Potted Pig,029 2022 4817,Cardiff,1
info@therabbitrooms.com,The Rabbit Rooms,028 9146 7699,Bangor,1
info@theringanglesey.co.uk,The Ring,01407 830720,Amlwch,1
info@therollingjack.com,The Rolling Jack,01495 441286,Pontllanfraith,1
info@theroostonrockroad.com,The Roost,01446 753715,Barry,1
info@theruperraarms.com,Ruperra Arms,01633 376167,Risca,1
info@thesmithsarms.co.uk,The Smiths Arms,01269 613473,Cross Hands and Pen-y-groes,1
info@thestaginndolgellau.co.uk,The Stag Inn,07874 233251,Dolgellau,1
info@thetigerinn.wales,The Tiger Inn | Hotel & Restaurant,01685 722555,Merthyr Tydfil,1
info@thewalnuttreeinn.com,The Walnut Tree,01873 852797,Abergavenny,1
info@thewepre.com,The Wepre Bar & Grill,01244 811122,Connah's Quay,1
info@thewhitebrook.co.uk,The Whitebrook,01600 860254,Monmouth,1
info@thewindsorhotelpontyclun.co.uk,The Windsor Hotel,01443 307442,Beddau,1
info@thewolfeinn.co.uk,The Wolfe Inn Wolfscastle,01437 741668,Haverfordwest,1
info@tholosrestaurant.co.uk,Tholos (Bridgend),01656 856866,Bridgend,1
info@thomas-pontcanna.co.uk,"Thomas, the brasserie",029 2116 7800,Cardiff,1
info@threeeagles.co.uk,Three Eagles Mediterranean Restaurant - Bar,01978 860000,Wrexham,1
info@threepigeonsinn.co.uk,Three Pigeons Inn,01824 705005,Ruthin,1
info@tivolivenue.com,The Tivoli,01244 546201,Buckley,1
info@toastcafeanddeli.co.uk,to^st (toast) cafe and deli,01978 809829,Wrexham,1
info@townhouseoswestry.co.uk,Townhouse Oswestry,01691 659499,Chirk,1
info@tredegarchippy.com,Tredegar Chippy,07391 538601,Tredegar,1
info@tregroes.co.uk,Tregroes Pantry and Tregroes Caravan Camping & Glamping Park,01348 871880,Fishguard,2
info@tudorfarmhousehotel.co.uk,Tudor Farmhouse Hotel,01594 833046,Monmouth,1
info@tuhwntirbont.co.uk,Tu Hwnt I'r Bont Tearooms,01492 642752,Llanrwst,1
info@tuttiitalian.co.uk,Tutti Italian Restaurant,029 2111 3434,Penarth,1
info@ty-glo.co.uk,Ty Glo,01994 238622,Carmarthen,1
info@tyddynllan.co.uk,Tyddyn Llan,01490 440264,Tanyfron,1
info@uptoncastle.com,Upton Castle Gardens & Cafe,01646 689996,Pembroke Dock,1
info@ustabarry.com,Usta Turkish Restaurant,01446 399000,Barry,1
info@vaults.wales,The Vaults,01873 515151,Abergavenny,1
info@vesuvios.co.uk,Pizzeria Vesuvio,01792 648346,Clydach,1
info@village-bistro.co.uk,Village Bistro,01291 420676,Chepstow,1
info@villagebarcafe.co.uk,The Village Bar Cafe,01792 203311,Loughor,1
info@villagekebabhouse.uk,Village Kebab House,01443 307052,Ynysybwl,1
info@volarewales.co.uk,Volare Italian Restaurant,029 2132 2077,Caerphilly,1
info@wainyclare.co.uk,The Wain-Y-Clare,01495 785060,Pontypool,1
info@waleskebab.com,Wales Kebab,029 2083 2999,Abertridwr and Senghenydd,1
info@walrestaurant.co.uk,Wal Restaurant,01286 674383,Caernarfon,1
info@webdna.co.uk,Park and Dare,01443 570030,Treorchy,1
info@wedesignltd.com,Happy Garden Chinese Takeaway,01352 750695,Mold,1
info@welshmountainzoo.org,The Safari Restaurant,01492 532938,Colwyn Bay,1
info@westcrossinn.com,The West Cross Inn,01792 401143,Gowerton,1
info@westhousehotelbridgend.co.uk,The West House Hotel,01656 856421,Bridgend,1
info@westshorebeachcafe.com,West Shore Beach Cafe,01492 872958,Llandudno,1
info@white-eagle.co.uk,The White Eagle,01407 860267,Holyhead,1
info@wisemansbridgeinn.co.uk,Wisemans Bridge Inn,01834 813236,Saundersfoot,1
info@wynnstayarms.pub,"Wynnstay Arms, Ruabon",01978 822187,Wrexham,1
info@xcelbowl.co.uk,Xcel bowl,01267 225990,Carmarthen,1
info@yiannosfishbar.com,Yiannos Fish Bar BRYNTEG Wrexham,01978 759596,Gwersyllt,1
info@yiannosmynyddisa.com,Yiannos Fish Bar Mynydd Isa,07401 082280,Mynydd Isa,1
info@ymaerun.co.uk,Y Maerun,01633 680171,Marshfield,1
info@ypengwern.co.uk,Y Pengwern,01766 762200,Blaenau Ffestiniog,1
info@yploughfelingwm.co.uk,The Plough Inn,01267 290019,Carmarthen,1
info@ytalbot.com,Y Talbot Tregaron,01974 298208,Aston,1
info@zaffrancaldicot.co.uk,Zaffran Caldicot,01291 424466,Caldicot,1
info@zpos.co.uk,Cardamon (Pontardawe) and 4 other restaurants,01792 864477,Clydach,5
infopembrey@carmarthenshire.gov.uk,Yr Orsaf. Pembrey Country Park Cafe/Restaurant and Pembrey beach,01554 742435,Burry Port,2
innsticks@gmail.com,Inn At The Sticks,01267 612727,Carmarthen,1
inquiry@missony.com.au,Salma Restaurant Newtown,(02) 9550 1430,Newtown,1
irg@wearebrazenpr.com,Opera Restaurant Bar & Grill,01244 343888,Broughton,1
italianrestaurantbangor@outlook.com,Torna a Surriento,01248 208488,Bangor,1
jack.gilbert@orderyoyo.com,Block and Barrel and 2 other restaurants,01437 768775,Haverfordwest,3
jack.thearchneath@gmail.com,The Arch Bar & Nightclub,01639 636723,Neath,1
james.lang@orderyoyo.com,Mariam's Kitchen and 2 other restaurants,07397 064833,Rhyl,3
jay@rhosonsea.com,The Copper Kettle and 3 other restaurants,01492 548864,Colwyn Bay,4
jay@welcomebangor.co.uk,Jasmine and 2 other restaurants,01248 209436,Bangor,3
jay@wrexhamnow.co.uk,Old No 7 Bar Grill Food,01978 363333,Wrexham,1
jccoombsy@aol.com,The Hollybush,01443 451706,Nelson,1
jet-logo-white-primary-hor-rgb@2x-300x51.png,Cattle & Co Swansea and 3 other restaurants,01792 969314,Swansea,4
jez@cubecentre.co.uk,The Gallery Barry,01446 701557,Barry,1
jnhhospitalityltd@gmail.com,The Wheatsheaf,01633 880608,Undy and Magor,1
john@doe.com,The Spud Box and The Cliff Hotel & Spa,07386 602129,Cwmbran,2
john@email.com,OYO Prince of Wales Country Hotel,020 3769 3256,Tredegar,1
johngill@fastmail.com,Adelphi Vaults,07545 556442,Amlwch,1
josh.stable@verse.co.uk,The Acton Park,01978 314336,Wrexham,1
joshrowlands2k7@hotmail.com,Ferndale Hotel,,Ferndale,1
justin.barker@mbplc.com,"Miller & Carter Sarn, Bridgend and 2 other restaurants",01656 768668,Bridgend,3
karenjones.geginfach@gmail.com,Y Gegin Fach,01286 672165,Caernarfon,1
katy@suntrevor.co.uk,"The Sun Trevor bar, restaurant and holiday cottages",01978 860651,Acrefair and Cefn Mawr,1
keynags@tiscali.co.uk,Nags Head Inn,01291 672820,Usk,1
kidwelly@cetma.org.uk,The Plough & Harrow,01554 890250,Kidwelly,1
kingbrychan.merthyrtydfil@marstons.co.uk,King Brychan,01685 268385,Merthyr Tydfil,1
kingsarmsabergavenny@gmail.com,Kings Arms Hotel,01873 855074,Abergavenny,1
kingshead.anglesey@phoenixpub.co.uk,Kings Head Hotel,01407 839164,Amlwch,1
kingshead.rhuddlan@phoenixpub.co.uk,Kings Head,01745 590263,Rhyl,1
kingsmill.wrexham@phoenixpub.co.uk,Kingsmill,01978 449009,Wrexham,1
kirstymariesmith61@gmail.com,The Open Hearth,01495 763752,Pontypool,1
kirstys_kandy_badge_weblogo@2x.png,Kirstys Kandy Ltd,01443 520606,Porth,1
lacasonarestaurantskewen@gmail.com,La Casona,01792 818182,Neath,1
lamarinacei@btinternet.com,La Marina Cei,01286 478017,Caernarfon,1
lambandflag.abergavenny@marstons.co.uk,Lamb & Flag,01873 857611,Abergavenny,1
lapiccolabooking@gmail.com,La Piccola Italia,01600 712527,Monmouth,1
lcdrinkanddine.llandudno@phoenixpub.co.uk,LC Drink & Dine,01492 339924,Llandudno,1
leicester@pierre94.co.uk,Bistrot Pierre - Mumbles Swansea,01792 824117,Gowerton,1
leisure@caerphilly.gov.uk,Risca Leisure Centre,01495 248100,Risca,1
leisure@celtic-royal.co.uk,Y Copa Bar,01286 674477,Caernarfon,1
leisure@denbighshireleisure.co.uk,Cafe R and X20 St Asaph Leisure,01824 774889,Ruthin,2
leisure@lletycynin.co.uk,The Penny Bar & Restaurant,01994 232773,Carmarthen,1
letschat@thepavilioncaldicot.co.uk,The Pavilion,01291 424055,Chepstow,1
lewis.morgan@orderyoyo.com,Thai coconut and Gurkha Corner Restaurant,01639 282933,Neath,2
lexi@oneeyedbettys.com,One-Eyed Betty's,(248) 808-6633,Ferndale,1
lily.toyne@orderyoyo.com,Bengal Dynasty,01492 875928,Llandudno,1
lilycellar62@gmail.com,Cellar 62,07793 717153,Llandybie,1
lisbontapasbar@gmail.com,Lisbon Tapas Restaurant,01978 362264,Wrexham,1
liujiaqiji@hotmail.com,Sleepy Panda,01978 310700,Wrexham,1
liv_50@hotmail.co.uk,Fresh and Tasty Café Gresford,01978 853017,Gresford,1
llandudno@harveysnybg.co.uk,Harvey's New York Bar & Grill,01492 873373,Llandudno,1
llanerchinn@btconnect.com,Llanerch Inn,01597 822234,Llandrindod Wells,1
llangewyddarms.bridgend@phoenixpub.co.uk,Llangewydd Arms,01656 658059,Bridgend,1
llangollen@fouzis.co.uk,Fouzi’s Cafe Bar Pizzeria (Rossett) and Fouzi's Café Bar & Pizzeria,01244 204993,Gresford,2
llanwernbull.newport@marstons.co.uk,Llanwern Bull,01633 530531,Undy and Magor,1
localoria.com@gmail.com,Afan Tavern,01639 898283,Neath,1
logor@2x-300x81.png,Giovannis On The Hayes,029 2022 0077,Cardiff,1
lostcoins.haverfordwest@marstons.co.uk,Lost Coins,01437 766602,Haverfordwest,1
lot11cafe@gmail.com,Lot 11 Cafe,01978 361177,Wrexham,1
lynandphil.blacklion@gmail.com,"The Black Lion, Abergorlech",01558 685271,Carmarthen,1
madbunsswansea@gmail.com,Madbuns Gorseinon,07359 768415,Gorseinon,1
maenanabbey.1@gmail.com,Maenan Abbey Hotel Ltd,01492 660247,Llanrwst,1
mahtabu12@gmail.com,Mountain Ash Spice,01443 804737,Mountain Ash,1
mail@lebrunchculcheth.co.uk,BRUNCH DEESIDE,,Shotton,1
mail@the-riverside.com,The Riverside,01639 639111,Neath,1
mail@thepopincafe.co.uk,The Pop-in Cafe - Breakfast Café,07762 741865,Port Talbot,1
mail@ysgwar-restaurant.co.uk,Y Sgwâr,01766 515451,Blaenau Ffestiniog,1
malcolmwhitewright@hotmail.co.uk,St. Brides Inn,01437 781266,Milford Haven,1
mamafays@mamafays.com,Mama Fay's,01970 625625,Aberystwyth,1
manager@saffronknighton.com,Saffron,01547 528510,Knighton,1
manager@talycafn.wales,The Tal Y Cafn,01492 650016,Colwyn Bay,1
manager@theglynnearms.co.uk,The Glynne Arms,01244 569988,Hawarden,1
mannuccis_italian@outlook.com,Mannucci’s Italian Restaurant,01239 920517,Cardigan,1
marcusrcoles@aol.com,White Hart Inn Llanddarog,01267 275395,Tumble,1
margamdeer.porttalbot@marstons.co.uk,Margam Deer,01639 820146,Baglan,1
marinas@yachthavens.com,Neyland Yacht Haven,01646 601601,Neyland,1
marketing@rwts.uk,Rwts Rooms and Resto,01437 781175,Milford Haven,1
marstons@sodali.com,Castle Inn Rhuddlan,,Rhuddlan,1
marydillwyn.swansea@marstons.co.uk,Mary Dillwyn,01792 578974,Gorseinon,1
mastermariner.barry@phoenixpub.co.uk,Master Mariner,01446 721552,Barry,1
mdcook2010@hotmail.com,Glyn Y Weddw Arms,01758 740212,Pwllheli,1
micah@micahrich.com,Talbot Restaurant & Fish Bar and Ship Inn,01656 733607,Maesteg,2
michelle@whitelionhotel.co.uk,The White Lion Hotel,01654 703455,Machynlleth,1
michelletiramor@gmail.com,Tir a Môr,01766 523084,Porthmadog,1
millersarms3@gmail.com,Millers Arms,01291 622133,Chepstow,1
mitch@bootleggersbarandgrill.com,Bootleggers Bar and Grill,(360) 829-5060,Buckley,1
mk7536mk@gmail.com,White House Tajine,(484) 380-3532,Brynmawr,1
moathouse.caerphilly@phoenixpub.co.uk,Moat House Inn,029 2088 2678,Caerphilly,1
mold@deadwoodsmokehouse.com,Deadwood Smokehouse Mold,01352 754187,Buckley,1
mor.tywyn@mail.co.uk,Môr Tywyn Chippy,07763 409436,Tywyn,1
myindians@hotmail.com,My Indian,01269 591987,Ammanford,1
myles.westwalesarts@icloud.com,PEPPERS,01348 874540,Fishguard,1
nagshead.wrexham@marstons.co.uk,Nags Head,01978 261177,Wrexham,1
name@email.co.uk,Garthowen Fish Bar,07459 325336,Newtown,1
name@email.com,Britannia Inn Halkyn and Ffos Las Racecourse,01352 781564,Flint,2
nat@kancon.co.uk,The Whistle Inn and Park,01495 848336,Blaenavon,1
natalie.douglas@orderyoyo.com,Stubby's Fish Bar and 2 other restaurants,01978 852259,Gwersyllt,3
nav_logo@4x-120x57.png,Indian Olive,01244 297951,Buckley,1
nbookings@crossinngelligaer.com,The Cross Inn Gelligaer,01443 709917,Blackwood,1
neat@littlelionpizza.co.uk,Little Lion Pizza Co.,,Aberdare,1
neuadd_dwyfor@gwynedd.llyw.cymru,Neuadd Dwyfor Arts Centre,01758 704088,Pwllheli,1
noelsfamilybutchers@outlook.com,Noel's Family Butchers,01443 835110,Fleur-de-lis and Pengam,1
noreply@kfc.co.uk,KFC Merthyr Tydfil - Cyfartha Retail Park and 10 other restaurants,020 3038 1454,Merthyr Tydfil,11
oceanbluefishbars@gmail.com,Ocean Blue Fish Bar Tycroes and Ocean Blue Fish Bar,,Ammanford,2
office@guildhalltaverndenbigh.com,Guildhall Tavern Denbigh,07769 873934,Denbigh,1
office@thetairbullinn.co.uk,The Tai’r Bull Inn,01874 622600,Aberfan,1
office@threemarinersinn.com,"Three Mariners Pub of Tenby, Wales",01834 842834,Tenby,1
ofwxnenc-uv@s4ojsingxzs.oerjngaxs,Designer Outlet Bridgend,01656 665700,Sarn,1
ohcrumbswales@gmail.com,Oh Crumbs Bakery,07594 313005,Narberth,1
oldinn.swansea@marstons.co.uk,Old Inn,01792 894097,Penllergaer,1
oldschoolhouseoswestry@yahoo.com,"Old School House , restaurant and wine bar",01691 654570,Chirk,1
oldwhitehart17@outlook.com,White Hart,01446 796956,Llantwit Major,1
ontherocks@mumbles-pier.co.uk,On The Rocks,01792 365205,Swansea,1
orders@myfoodbasket.net,The Family Grill & Pizza and 3 other restaurants,01656 735179,Maesteg,4
orders@tullysunit13.co.uk,Chef Jamie Tully,01597 730391,Llandrindod Wells,1
otter.newbridge@marstons.co.uk,Otter,01495 240936,Risca,1
oysterhouse@youngs.co.uk,Oyster House,01792 823159,Gowerton,1
palace.vaults.caernarfon@phoenixpub.co.uk,Palace Vaults,01286 238097,Caernarfon,1
parallel@pasturerestaurant.com,Parallel by Pasture,07742 885440,Cardiff,1
parkersnewtown@yahoo.co.uk,Parkers House B&B & Restaurant,01686 626095,Newtown,1
pashasnewtown@gmail.com,Pasha's Restaurant,(02) 9519 3139,Newtown,1
pavilion@valeofglamorgan.gov.uk,Penarth Pier Pavilion,01446 725236,Penarth,1
pedz@virgiliosrestaurant.co.uk,Virgilio's Pizzeria & Portuguese Grill,01492 534239,Colwyn Bay,1
penybontfarm.mold@marstons.co.uk,Pen Y Bont Farm,01352 860101,Buckley,1
people@leon.co,LEON Magor,01633 881515,Undy and Magor,1
pheasant.bridgend@marstons.co.uk,Pheasant,01656 653614,Bridgend,1
phillipsonsattheeatinggorilla@gmail.com,The Eating Gorilla,01766 770292,Porthmadog,1
phoenixinn.gorslas@marstons.co.uk,Tafarn-Y-Phoenix,01269 844438,Cross Hands and Pen-y-groes,1
piercefield.chepstow@marstons.co.uk,Piercefield,01291 622614,Chepstow,1
pizzaplus@fastfood.fast,Pizza Plus Kebab House,01495 310333,Brynmawr,1
plasblas123@gmail.com,Caffi'r Cob,01352 750506,Mold,1
plascoch.wrexham@marstons.co.uk,Plas Coch,01978 261470,Wrexham,1
plough.queensferry@phoenixpub.co.uk,Plough,01244 478620,Hawarden,1
plough.wrexham@phoenixpub.co.uk,Plough,01978 501701,Gwersyllt,1
ploughandharrow.llansamlet@phoenixpub.co.uk,Plough & Harrow,01792 449819,Clydach,1
poacherspocket.gledrid@marstons.co.uk,Poachers,01691 773250,Chirk,1
pollys-primary-black-rgb-1000px@72ppi.png,Polly's Brew Co.,07782 559381,Mold,1
pontardawe.pontardawe@phoenixpub.co.uk,Pontardawe Inn,01792 447562,Pontardawe,1
pontgc@hotmail.co.uk,Garden Room Restaurant and Pontarddulais Garden Centre,01792 885948,Gorseinon,2
post@diod.cymru,Cegin Diod,01558 824023,Llandybie,1
post@galericaernarfon.com,Galeri Café Bar,01286 685200,Caernarfon,1
post@galltyglyn.com,Gallt Y Glyn Hostel - Pizza a Peint,01286 870370,Cross Hands and Pen-y-groes,1
post@manorhaus.com,Manorhaus Ruthin,01824 704830,Ruthin,1
post@pantdu.co.uk,Pant Du Vineyard and Cafe,01286 881819,Cross Hands and Pen-y-groes,1
post@theslate.co.uk,The Slate / Y Llechan,01248 355500,Bangor,1
post@tyglyndwr.co.uk,Tŷ Glyndŵr Bunkhouse & Su's Cocktail Bar,01286 238280,Caernarfon,1
potterspub@youngs.co.uk,The Potters,01633 223311,Newport,1
preloader@2x.png,Castell Deudraeth Brasserie and Caffi Glas,01766 772400,Cross Hands and Pen-y-groes,2
press@google.com,The Kraken Fish and Chips,,Saundersfoot,1
pressemea@starbucks.com,Starbucks Coffee Company,,Abercynon,1
princeofwaleskenfig@hotmail.com,Prince Of Wales Inn,01656 740356,Maesteg,1
pumphouse.swansea@marstons.co.uk,Pump House,01792 651080,Swansea,1
queenshead.mold@phoenixpub.co.uk,Queens Head Inn,01352 218266,Mold,1
questions@isaacnewtons.com,Isaac Newton's Bar & Restaurant,(215) 860-5100,Newtown,1
rahad.miah94@hotmail.co.uk,Peri Bay,01446 711355,Rhoose,1
rassel.miah@gmail.com,Mughal Emperor,01446 774938,Cowbridge,1
reception@aberpark.com,Park Kitchen,01970 636333,Aberystwyth,1
reception@black-boy-inn.com,Black Boy Inn Four & Six Restaurant & Bar,01286 673604,Caernarfon,1
reception@caerwylan.co.uk,Caerwylan Hotel & Tonnau Restaurant,01766 522547,Alltwen,1
reception@dentalloungeglynneath.co.uk,Dental Lounge Glynneath,01639 722277,Glynneath,1
reception@flintmountainparkhotel.co.uk,Flint Mountain Park Hotel,01352 736000,Flint,1
reception@gales.wine,Gales Of Llangollen,01978 860089,Llangollen,1
reception@moretonpark.co.uk,Moreton Park Hotel,01691 776666,Chirk,1
reception@royalsportsman.co.uk,Royal Sportsman Hotel & Restaurant,01766 512015,Porthmadog,1
reception@thecawdor.com,Restaurant at Cawdor Arms,01558 823500,Ammanford,1
reception@threesalmons.co.uk,Three Salmons Hotel,01291 672133,Usk,1
reception@wastesavers.co.uk,A New Lease of Life,07827 519325,Troed-y-rhiw and Pentrebach,1
redcowinn.website@gmail.com,Red Cow Inn,01685 387775,Merthyr Tydfil,1
reddragon.bridgend@phoenixpub.co.uk,Red Dragon,01656 654753,Bridgend,1
redkite.caerphilly@marstons.co.uk,Red Kite,029 2088 7516,Caerphilly,1
redlion.mold@phoenixpub.co.uk,Red Lion Inn,01352 758739,Mold,1
redlionhotelruthin@gmail.com,Red Lion Hotel,01824 710375,Ruthin,1
redlionllangors@outlook.com,The Red Lion Llangorse,01874 202235,Aberfan,1
redsquirreltapas@gmail.com,Red Squirrel Tapas Bar,07521 335602,Llangefni,1
reesbier@gmail.com,ReesBier,07788 458556,Llanrwst,1
reservations@altitude28skybar.co.uk,Altitude28 Restaurant & Sky Bar,01792 712772,Swansea,1
reservations@beachhouseoxwich.co.uk,Beach House Restaurant,01792 278277,Gowerton,1
reservations@blasammanford.co.uk,Blas,01269 505417,Ammanford,1
reservations@brynmeadows.co.uk,Bryn Meadows Golf Hotel & Spa,01495 225590,Blackwood,1
reservations@caemorhotel.co.uk,1890 Restaurant & Bar,01492 353213,Llandudno,1
reservations@diplomat-hotel-wales.com,Trubshaws Restaurant @ The Diplomat Hotel and The Diplomat Hotel Restaurant and Spa,,Llanelli,2
reservations@el-prado.co.uk,El Prado Bar & Restaurant,01656 768555,Bridgend,1
reservations@grosvenorpulfordhotel.co.uk,Palm Court and 2 other restaurants,01244 570560,Broughton,3
reservations@grovenarberth.co.uk,Fernery Restaurant and 2 other restaurants,01834 860915,Pembroke,3
reservations@heritageparkhotel.co.uk,Heritage Park Hotel,01443 687057,Tonypandy,1
