Town,Query,Name,Address,Phone,Website
Wolverhampton,A_catering_engineers,Victorian Baking Ovens,"39=41, Central Industrial Estate, Cable St, Wolverhampton WV2 2RL, UK",01902 351477,http://www.victorianovens.co.uk/
Wolverhampton,A_catering_engineers,Ark Workwear,"Unit 21 Monmore Rd, Wolverhampton WV1 2TZ, UK",07738 505723,https://arkworkwear.co.uk/
Wolverhampton,A_catering_engineers,Nordik,"Unit 15, Bilston Industrial Estate, Off Oxford St, Bilston WV14 7EG, UK",01902 408395,http://nordikltd.co.uk/
Wolverhampton,A_catering_engineers,PDS Kitchen Fitters Wolverhampton,"Cheapside, Wolverhampton WV1 1TU, UK",01902 943177,
Wolverhampton,A_catering_engineers,Mr sizzle,"Neachells Ln, Willenhall, Wolverhampton WV13 3RG, UK",,
Wolverhampton,A_catering_engineers,Midland Catering Ltd,"Unit 3 Landor St, Birmingham B8 1AG, UK",0121 773 4778,https://midlandcateringltd.co.uk/
Wolverhampton,A_catering_engineers,Onkarkitekt,"28 Cleveland St, Wolverhampton WV1 3HT, UK",,http://www.onkarkitekt.uk/
Wolverhampton,B_equipment_repair,AA Catering Equipment Services Ltd,"Unit 1, Invicta Works, Owen Rd, Willenhall WV13 2PZ, UK",01902 636566,http://www.aacateringservices.co.uk/
Wolverhampton,B_equipment_repair,Cater Buddy,"Unit 7, New Enterprise Centre, Monmore Rd, Wolverhampton WV1 2TZ, UK",01902 213114,https://www.caterbuddy.co.uk/
Wolverhampton,B_equipment_repair,CEE | Catering Equipment Express,"Unit 15, Bilston Industrial Estate, Oxford St, Bilston, Wolverhampton WV14 7EG, UK",01902 495634,https://cateringequipment-uk.co.uk/
Wolverhampton,B_equipment_repair,Nova Catering Repairs,"34 Dudley Rd, Brierley Hill DY5 1LH, UK",01384 210544,http://www.novarepairs.co.uk/
Wolverhampton,B_equipment_repair,Abraxas Catering Equipment Limited,"Unit 8, Building 329, Rushock Trading Estate, Droitwich WR9 0NR, UK",01562 863222,https://www.abraxascatering.co.uk/
Milton Keynes,A_catering_engineers,Select Catering Equipment,"Unit 9, Lyon Rd, Bletchley, Milton Keynes MK1 1AX, UK",01908 980075,http://selectce.co.uk/
Milton Keynes,A_catering_engineers,CaterCare Catering Equipment Ltd,"Unit 1, Nimbus Park, Porz Ave, Houghton Regis, Dunstable LU5 5WZ, UK",01582 862000,http://www.catercare.com/
Milton Keynes,A_catering_engineers,Classeq Glass And Dishwashing Systems Ltd,"Winterhalter House, Roebuck Way, Knowlhill, Milton Keynes MK5 8WH, UK",0844 225 9249,http://www.classeq.co.uk/
Milton Keynes,B_equipment_repair,Select Catering Equipment,"Unit 9, Lyon Rd, Bletchley, Milton Keynes MK1 1AX, UK",01908 980075,http://selectce.co.uk/
Milton Keynes,B_equipment_repair,Grande Cuisine,"Business Centre, Unit 7 Lodge Farm, Wolverton Rd, Milton Keynes MK19 7ES, UK",01908 745540,http://www.grandecuisine.co.uk/
Milton Keynes,B_equipment_repair,MK Appliances Repair,"18 Marram Cl, Beanhill, Milton Keynes MK6 4LS, UK",07377 126657,https://mkapprepair.co.uk/
Milton Keynes,B_equipment_repair,Commercial Kitchen Breakdowns Ltd,"5-6 Maiden Ln, Stamford PE9 2AZ, UK",01780 778088,https://commercialkitchenbreakdowns.co.uk/
Milton Keynes,B_equipment_repair,Classeq Glass And Dishwashing Systems Ltd,"Winterhalter House, Roebuck Way, Knowlhill, Milton Keynes MK5 8WH, UK",0844 225 9249,http://www.classeq.co.uk/
Milton Keynes,B_equipment_repair,CaterCare Catering Equipment Ltd,"Unit 1, Nimbus Park, Porz Ave, Houghton Regis, Dunstable LU5 5WZ, UK",01582 862000,http://www.catercare.com/
Milton Keynes,B_equipment_repair,Midlands Catering Equipment,"17 Deer Park Rd, Northampton NN3 6AT, UK",01604 961161,https://www.midlandscateringequipment.co.uk/
Milton Keynes,B_equipment_repair,Inox Equip Ltd,"16 Ball Moor, Buckingham MK18 1RT, UK",01280 822124,http://inoxequip.com/
Milton Keynes,B_equipment_repair,U S S Catering & Refrigeration Equipment Ltd,"9, Denington Court, Denington Ind Est, Wellingborough NN8 2QR, UK",01933 274675,https://www.usscatering.co.uk/
Milton Keynes,B_equipment_repair,Caterzone,"Unit B, Lyttleton Rd, Northampton NN5 7ET, UK",01604 969239,https://thecaterzone.co.uk/
Milton Keynes,B_equipment_repair,Roland Allen Catering Equipment Centre,"Unit 17, Titan Court, Laporte Way, Maidenhall, Luton LU4 8EF, UK",01582 730712,http://www.cateringequipmentcentre.co.uk/
Milton Keynes,B_equipment_repair,Catering Equipment Support Ltd,"Unit 12 Deer Park Farm Ind Est, Knowle Ln, Fair Oak, Eastleigh SO50 7DZ, UK",023 8000 6082,https://www.cateringequipmentsupport.co.uk/
Milton Keynes,B_equipment_repair,TAG Catering Equipment UK Ltd,"Unit 2, Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 877007,https://www.tagukltd.com/
Milton Keynes,B_equipment_repair,Caterkit Services Ltd,"Unit 2 Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 872580,https://www.caterkitservices.com/
Milton Keynes,B_equipment_repair,R H Hall Foodservice Solutions,"Hallco House, Beacon Court Pitstone Green Business Park, Pitstone, Leighton Buzzard LU7 9GY, UK",01296 663400,http://www.rhhall.com/
Milton Keynes,B_equipment_repair,Catering Equipment Repair ‍ ️,"Unit 12, Shorncliffe Industrial Estate, North Cl, Folkestone CT20 3UH, UK",01304 873469,https://www.catering-equipment-repair.co.uk/
Milton Keynes,B_equipment_repair,Virtue Facilities Management Services Ltd,"Unit 6, Thames industrial Estate, High St S, Dunstable LU6 3HL, UK",01582 343092,http://www.virtuefms.co.uk/
Milton Keynes,B_equipment_repair,Catering Hygiene Specialists Ltd,"Unit 1, Midas Industrial Estate, Longbridge Way, Cowley, Uxbridge UB8 2YT, UK",01895 812117,https://www.cateringhygiene.co.uk/shop
Milton Keynes,B_equipment_repair,D.M.M. Catering Services Limited,"95 Church St, Atworth, Melksham SN12 8JA, UK",01225 700201,http://www.dmmcateringservices.co.uk/
Milton Keynes,B_equipment_repair,Midland Catering Equipment,"1 Tempsford St, Kempston, Bedford MK42 8HR, UK",01234 852300,
Milton Keynes,B_equipment_repair,Lakes Catering Maintenance,"Moss End Business Village, Crooklands, Milnthorpe LA7 7NU, UK",01539 724506,https://www.lakescateringmaintenance.co.uk/
Milton Keynes,B_equipment_repair,NTS Ltd,"13u, Park Farm, W End Ln, Warfield, Bracknell RG42 5RH, UK",0808 304 0533,http://www.ntsltd.uk/
Milton Keynes,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Milton Keynes,B_equipment_repair,CaterCare,"12 West St, Ware SG12 9EE, UK",01582 832007,https://catercare.co/
Milton Keynes,B_equipment_repair,UK Catering Engineer,"Unit B, Lyttleton Rd, Northampton NN5 7ET, UK",07787 069044,http://ukcateringengineer.co.uk/
Milton Keynes,B_equipment_repair,United-UK LLP,"17 Tanners Dr, Blakelands, Milton Keynes MK14 5BU, UK",01525 219219,http://www.united-uk.com/
Milton Keynes,B_equipment_repair,South Coast Catering Equipment Limited,"Unit 4-5, Commercial House, Apex Park, Hailsham BN27 3JU, UK",01323 444530,http://www.southcoastcatering.co.uk/
Milton Keynes,B_equipment_repair,Dajys ltd,"New Bradwell Workspace, St James St, New Bradwell, Milton Keynes MK13 0BH, UK",07468 979284,https://www.mkevents-hire.co.uk/
Milton Keynes,B_equipment_repair,ROMA Domestic And Commercial Heating Services Ltd,"10 Willow Way, Bletchley, Milton Keynes MK2 2JX, UK",,http://www.romaheatingservices.co.uk/
Milton Keynes,B_equipment_repair,Winterhalter Ltd,"Winterhalter House, Roebuck Way, Knowlhill, Milton Keynes MK5 8WH, UK",01908 359000,https://www.winterhalter.com/uk-en/
Milton Keynes,B_equipment_repair,Technical Vending Support,"Unit 10 Nash Rd, Milton Keynes MK19 6EA, UK",01908 262300,http://www.tvsuk.biz/
Milton Keynes,B_equipment_repair,Eco Catering Equipment,"Unit 1, Wingbury Courtyard Business Village, Wingrave, Aylesbury HP22 4LW, UK",01582 865050,https://www.eco-catering-equipment.co.uk/?utm_campaign=local+search&utm_medium=organic&utm_source=google+my+business
Milton Keynes,B_equipment_repair,Appliance Repair Services LTD,"6 Shuttleworth Grove, Wavendon Gate, Milton Keynes MK7 7RX, UK",07428 329221,http://appliancerepairservicesltd.co.uk/
Milton Keynes,B_equipment_repair,Exclusive Ranges Ltd,"Unit 4 Little Mundells, Welwyn Garden City AL7 1EW, UK",01707 361770,http://www.exclusiveranges.co.uk/
Milton Keynes,B_equipment_repair,Prestige Catering Equipment,"Northampton NN5 5AA, UK",01604 756395,https://www.prestigecateringequipment.com/contact-us/
Milton Keynes,B_equipment_repair,Abotech Services Limited,"18 Langport Cres, Oakhill, Milton Keynes MK5 6LZ, UK",07980 915693,http://abotech-services.co.uk/
Milton Keynes,B_equipment_repair,Lucky Spoon Catering,"1 Heathfield, Stacey Bushes, Milton Keynes MK12 6HP, UK",01908 229566,http://www.luckyspoon.co.uk/
Milton Keynes,B_equipment_repair,Equip Mart,"Luton LU2 7RG, UK",01582 411113,
Milton Keynes,B_equipment_repair,Equip Business Solutions Ltd,"Suite 72, Milton Keynes Business Centre, Hayley Ct, Foxhunter Dr, Linford Wood, Milton Keynes MK14 6GD, UK",01908 048774,
Milton Keynes,B_equipment_repair,Cater Solutions,"Unit 8, Integra:ME Bircholt Rd, Maidstone ME15 9GQ, UK",0845 066 9966,http://www.catersolutions.co.uk/
Milton Keynes,B_equipment_repair,Plumbing & Gas Solutions Limited,"Unit 1, 37 Kelvin Dr, Knowlhill, Milton Keynes MK5 8NH, UK",01908 569031,http://www.pgsolutions.co.uk/
Milton Keynes,B_equipment_repair,Mk Bags & Kitchenware,"Open market stall No:509, Midsummer Blvd, Milton Keynes MK9 3BA, UK",07815 718030,
Reading,A_catering_engineers,RG Commercial Catering Services Ltd,"158 Henley Rd, Caversham, Reading RG4 6DJ, UK",0118 437 4173,http://www.rgccs.co.uk/
Reading,A_catering_engineers,Lockhart Catering Equipment,"Lockhart House, Brunel Rd, Theale, Reading RG7 4XE, UK",0370 167 8678,http://www.lockhart.co.uk/
Reading,A_catering_engineers,Sear Events - Wedding & Event Caterers,"Buildings 2&3, Withy Copse, Horsepond Rd, Kidmore End, Gallowstree Common, Reading RG4 9HN, UK",07429 020432,http://www.searevents.co.uk/
Reading,A_catering_engineers,Valentine Equipment Ltd,"4 Trafford Rd, Reading RG1 8JS, UK",0118 957 1344,https://www.valentinefryers.com/
Reading,A_catering_engineers,Nisbets Catering Equipment Reading Store,"61-62 Friar St, Reading RG1 1DX, UK",0118 418 1688,https://www.nisbets.co.uk/readingstore?utm_source=google%20places&utm_medium=maps&utm_campaign=google%20places
Reading,A_catering_engineers,ThreeSixty Commercial Catering Ltd,"Bullers Farm, Reading, Tadley RG26 5LL, UK",07930 832210,http://www.360commercialcatering.com/
Reading,A_catering_engineers,Total Hospitality Ltd,"Butlers Land Farm, Mortimer Ln, Reading RG7 2AG, UK",0118 933 3919,http://www.total-hospitality.co.uk/
Reading,A_catering_engineers,CCI Services | Commercial Kitchen Engineers London and South East,"Unit 1, 40 Wilton Rd, Reading RG30 2SS, UK",0800 644 2727,https://cci-services.co.uk/
Reading,A_catering_engineers,Bidfood Reading - Wholesale Food Supplier,"7 Worton, Grange Industrial Estate, Worton Dr, Reading RG2 0TG, UK",0118 916 9600,https://www.bidfood.co.uk/get-in-touch/depot/?utm_source=googlemaps&utm_medium=organic&utm_campaign=maplistingreading
Reading,A_catering_engineers,Kitty's Vintage Crockery,"45 Tredegar Rd, Reading RG4 8PF, UK",07766 330770,https://www.kittysvintagecrockery.com/
Reading,A_catering_engineers,Bonchef Ltd T/A Hayes Catering Supplies,"Unit 4d, Paddock Road Industrial Estate, Paddock Rd, Caversham, Reading RG4 5BY, UK",0118 947 9393,http://www.hayescatering.com/
Reading,A_catering_engineers,Pink Frog Events,"Unit 1, Brookside Business Centre, Swallowfield, Reading RG7 1TH, UK",0118 469 3534,http://www.pinkfrogevents.co.uk/
Reading,A_catering_engineers,vicmiras gas engineer services ltd,"Ashbury Dr, Reading RG31 5LJ, UK",07577 686616,http://vicmiras.com/
Reading,A_catering_engineers,Royal Oven Catering,"Danehill, Earley, Reading RG6 4UT, UK",07496 325007,
Reading,A_catering_engineers,Crystal Commercial & Industrial Services Ltd,"Unit 1, 40 Wilton Rd, Reading RG30 2SS, UK",0800 644 2727,https://www.cci-services.co.uk/
Reading,A_catering_engineers,Food by Julie,"5 Manor Farm Ln, Tidmarsh, Reading RG8 8EY, UK",07976 808498,http://www.foodbyjulie.co.uk/
Reading,A_catering_engineers,Arborfield Hog Roasts,"2A Melrose Gardens, Arborfield Cross, Reading RG2 9PZ, UK",0118 324 1177,http://www.arborfieldhogroasts.co.uk/
Reading,A_catering_engineers,T.A.H TRADING LIMITED,"Davidson House, The Forbury, Reading RG1 3EU, UK",020 3617 1652,
Reading,A_catering_engineers,"360 Commercial Environments Ltd, including 360 Medical and 360 Education","Units 2-3, Blounts Farm, Blounts Ct Rd, Sonning Common, Reading RG4 9PA, UK",0118 972 4886,https://360ce.co.uk/
Reading,A_catering_engineers,Meridian Catering Engineers,"Wessex House, Upper Market St, Eastleigh SO50 9FD, UK",023 8064 7062,https://www.meridiancateringengineers.co.uk/
Reading,A_catering_engineers,Baking Waves Ltd,"65 Western Ave, Woodley, Wokingham RG5 3BL, UK",,
Reading,A_catering_engineers,TM Bar Services,"23 Toseland Way, Earley, Reading RG6 7YA, UK",0118 966 8254,
Reading,A_catering_engineers,BaxterStorey,"300 Thames Valley Park Dr, Earley, Reading RG6 1PT, UK",0118 935 6700,http://www.baxterstorey.com/
Reading,B_equipment_repair,RG Commercial Catering Services Ltd,"158 Henley Rd, Caversham, Reading RG4 6DJ, UK",0118 437 4173,http://www.rgccs.co.uk/
Reading,B_equipment_repair,ThreeSixty Commercial Catering Ltd,"Bullers Farm, Reading, Tadley RG26 5LL, UK",07930 832210,http://www.360commercialcatering.com/
Reading,B_equipment_repair,Lockhart Catering Equipment,"Lockhart House, Brunel Rd, Theale, Reading RG7 4XE, UK",0370 167 8678,http://www.lockhart.co.uk/
Reading,B_equipment_repair,Valentine Equipment Ltd,"4 Trafford Rd, Reading RG1 8JS, UK",0118 957 1344,https://www.valentinefryers.com/
Reading,B_equipment_repair,Catering Equipment Support Ltd,"Unit 12 Deer Park Farm Ind Est, Knowle Ln, Fair Oak, Eastleigh SO50 7DZ, UK",023 8000 6082,https://www.cateringequipmentsupport.co.uk/
Reading,B_equipment_repair,CCI Services | Commercial Kitchen Engineers London and South East,"Unit 1, 40 Wilton Rd, Reading RG30 2SS, UK",0800 644 2727,https://cci-services.co.uk/
Reading,B_equipment_repair,Nisbets Catering Equipment Reading Store,"61-62 Friar St, Reading RG1 1DX, UK",0118 418 1688,https://www.nisbets.co.uk/readingstore?utm_source=google%20places&utm_medium=maps&utm_campaign=google%20places
Northampton,A_catering_engineers,Caterzone,"Unit B, Lyttleton Rd, Northampton NN5 7ET, UK",01604 969239,https://thecaterzone.co.uk/
Northampton,A_catering_engineers,Midlands Catering Equipment,"17 Deer Park Rd, Northampton NN3 6AT, UK",01604 961161,https://www.midlandscateringequipment.co.uk/
Northampton,A_catering_engineers,Complete Catering Projects,"Complete Catering Projects Ltd, Vulcan Works, Office G70 34-38 The, Guildhall Rd, Northampton NN1 1EW, UK",01604 969315,http://www.completecateringprojects.co.uk/
Northampton,A_catering_engineers,HOM Refrigeration & Catering Engineers,"73 Bective Rd, Northampton NN2 7TB, UK",01604 965823,http://www.commercialkitchenequipmentservice.co.uk/
Northampton,A_catering_engineers,UK Catering Engineer,"Unit B, Lyttleton Rd, Northampton NN5 7ET, UK",07787 069044,http://ukcateringengineer.co.uk/
Northampton,A_catering_engineers,Bee Catering Equipment,"Unit C Lyttleton Rd, Northampton NN5 7ET, UK",07599 860832,
Northampton,A_catering_engineers,U S S Catering & Refrigeration Equipment Ltd,"9, Denington Court, Denington Ind Est, Wellingborough NN8 2QR, UK",01933 274675,https://www.usscatering.co.uk/
Northampton,A_catering_engineers,Taurus Catering Equipment Ltd,"3 Matson Ct, Raunds, Wellingborough NN9 6RG, UK",,http://www.tauruscatering.co.uk/
Northampton,A_catering_engineers,Prestige Catering Equipment,"Northampton NN5 5AA, UK",01604 756395,https://www.prestigecateringequipment.com/contact-us/
Northampton,A_catering_engineers,Alti's Food Cash & Carry Northampton,"Unit 1, cirrus park, Lower Farm Rd, Northampton NN3 6UR, UK",01604 499488,https://altisfoodservice.com/
Northampton,A_catering_engineers,Milton House Catering,"9 Glebe Way, Cogenhoe, Northampton NN7 1NS, UK",07809 499858,http://www.miltonhousecatering.co.uk/
Northampton,A_catering_engineers,Richvive Ltd,"40 Ringway, Northampton NN4 8SQ, UK",07868 588869,https://www.richvive.co.uk/
Northampton,A_catering_engineers,Noble Express Ltd,"1 Sovereign Court, S Portway Cl, Northampton NN3 8RH, UK",0345 124 5464,http://www.nobleexpress.co.uk/
Northampton,B_equipment_repair,Caterzone,"Unit B, Lyttleton Rd, Northampton NN5 7ET, UK",01604 969239,https://thecaterzone.co.uk/
Northampton,B_equipment_repair,Midlands Catering Equipment,"17 Deer Park Rd, Northampton NN3 6AT, UK",01604 961161,https://www.midlandscateringequipment.co.uk/
Northampton,B_equipment_repair,HOM Refrigeration & Catering Engineers,"73 Bective Rd, Northampton NN2 7TB, UK",01604 965823,http://www.commercialkitchenequipmentservice.co.uk/
Northampton,B_equipment_repair,Taurus Catering Equipment Ltd,"3 Matson Ct, Raunds, Wellingborough NN9 6RG, UK",,http://www.tauruscatering.co.uk/
Northampton,B_equipment_repair,Ace Services & Commercial Repairs Limited,"Unit 6, Northampton NN3 6NN, UK",01604 647639,https://www.aceservicesonline.co.uk/
Northampton,B_equipment_repair,Complete Catering Projects,"Complete Catering Projects Ltd, Vulcan Works, Office G70 34-38 The, Guildhall Rd, Northampton NN1 1EW, UK",01604 969315,http://www.completecateringprojects.co.uk/
Northampton,B_equipment_repair,U S S Catering & Refrigeration Equipment Ltd,"9, Denington Court, Denington Ind Est, Wellingborough NN8 2QR, UK",01933 274675,https://www.usscatering.co.uk/
Northampton,B_equipment_repair,UK Catering Engineer,"Unit B, Lyttleton Rd, Northampton NN5 7ET, UK",07787 069044,http://ukcateringengineer.co.uk/
Luton,A_catering_engineers,Roland Allen Catering Equipment Centre,"Unit 17, Titan Court, Laporte Way, Maidenhall, Luton LU4 8EF, UK",01582 730712,http://www.cateringequipmentcentre.co.uk/
Luton,A_catering_engineers,CaterCare Catering Equipment Ltd,"Unit 1, Nimbus Park, Porz Ave, Houghton Regis, Dunstable LU5 5WZ, UK",01582 862000,http://www.catercare.com/
Luton,A_catering_engineers,A N Z Catering Equipment,"Unit 4, Langley Terrace, Industrial Park, Latimer Rd, Luton LU1 3XQ, UK",01582 290257,
Luton,A_catering_engineers,Allens Catering Equipment Hire,"3-7 Frederick St, Luton LU2 7QW, UK",01582 749966,https://www.allenshire.co.uk/?utm_source=Google_Business_Luton&utm_medium=organic&utm_campaign=HSGMB
Luton,A_catering_engineers,Hassan Catering,"130 Leagrave Rd, Luton LU4 8HX, UK",01582 706666,http://hassancatering.com/
Luton,A_catering_engineers,London Catering Supplies Ltd,"Unit 7, Trade City, Kingsway, Luton LU1 1FW, UK",,http://www.lcsupplies.co.uk/
Luton,A_catering_engineers,Jaspers Event Hire,"3-7 Frederick St, Luton LU2 7QW, UK",01582 749966,http://www.allenshire.co.uk/
Luton,A_catering_engineers,Virtue Facilities Management Services Ltd,"Unit 6, Thames industrial Estate, High St S, Dunstable LU6 3HL, UK",01582 343092,http://www.virtuefms.co.uk/
Luton,A_catering_engineers,Euroasia Catering Supplies Ltd,"Sundon Park Rd, Luton LU3 3BP, UK",01582 582259,https://euroasia-cateringsupplies.com/
Luton,A_catering_engineers,Rational UK,"4 Laporte Way, Maidenhall, Luton LU4 8EF, UK",01582 480388,https://www.rational-online.com/en_gb/home/
Luton,A_catering_engineers,Kashmir Catering Services,"Newark Rd, Maidenhall, Luton LU4 8NH, UK",07904 578408,
Luton,A_catering_engineers,A-Star Hospitality Caterers,"10 Brimfield Cl, Bedfordshire, Luton LU2 8TU, UK",07973 270541,https://a-starhospitalitysolutions.co.uk/
Luton,A_catering_engineers,Advance Group,"Dantom House, Townsend Ind Est, Blackburn Rd, Houghton Regis, Dunstable LU5 5BQ, UK",01582 813900,http://www.advance-catering.co.uk/
Luton,A_catering_engineers,Amaco Catering Equipement,"63-65 Portland Rd, Maidenhall, Luton LU4 8AX, UK",0844 412 7018,
Luton,A_catering_engineers,AJC Retail UK Ltd,"Unit 10 Cosgrove Way, Luton LU1 1XL, UK",07823 328636,http://www.ajcretail.co.uk/
Luton,A_catering_engineers,Caterkit Services Ltd,"Unit 2 Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 872580,https://www.caterkitservices.com/
Luton,A_catering_engineers,Haji Luton,"53a Leagrave Rd, Luton LU4 8HT, UK",07383 784808,
Luton,A_catering_engineers,WellTony LTD,"28 Laxton Cl, Luton LU2 8SJ, UK",07704 204674,https://www.welltony.co.uk/
Luton,A_catering_engineers,Simply Serve Hire,"Godfreys Cl, Luton LU1 5LS, UK",07405 310645,https://simplyservehire.com/
Luton,B_equipment_repair,CaterCare Catering Equipment Ltd,"Unit 1, Nimbus Park, Porz Ave, Houghton Regis, Dunstable LU5 5WZ, UK",01582 862000,http://www.catercare.com/
Luton,B_equipment_repair,Roland Allen Catering Equipment Centre,"Unit 17, Titan Court, Laporte Way, Maidenhall, Luton LU4 8EF, UK",01582 730712,http://www.cateringequipmentcentre.co.uk/
Luton,B_equipment_repair,A N Z Catering Equipment,"Unit 4, Langley Terrace, Industrial Park, Latimer Rd, Luton LU1 3XQ, UK",01582 290257,
Luton,B_equipment_repair,London Catering Supplies Ltd,"Unit 7, Trade City, Kingsway, Luton LU1 1FW, UK",,http://www.lcsupplies.co.uk/
Luton,B_equipment_repair,Virtue Facilities Management Services Ltd,"Unit 6, Thames industrial Estate, High St S, Dunstable LU6 3HL, UK",01582 343092,http://www.virtuefms.co.uk/
Luton,B_equipment_repair,Caterkit Services Ltd,"Unit 2 Modular Business Park, Norton Rd, Stevenage SG1 2FZ, UK",01920 872580,https://www.caterkitservices.com/
Luton,B_equipment_repair,Allens Catering Equipment Hire,"3-7 Frederick St, Luton LU2 7QW, UK",01582 749966,https://www.allenshire.co.uk/?utm_source=Google_Business_Luton&utm_medium=organic&utm_campaign=HSGMB
Luton,B_equipment_repair,Catech Catering Technical Solutions,"Unit 12&13, Wilbury Court, 29 Wilbury Way, Hitchin SG4 0TW, UK",01462 233692,http://www.catech-cts.co.uk/
Luton,B_equipment_repair,Ece Catering Equipment,"2 Rippers Ct, Sible Hedingham, Halstead CO9 3PY, UK",01787 582574,http://www.ececateringequipment.com/
Luton,B_equipment_repair,Advance Group,"Dantom House, Townsend Ind Est, Blackburn Rd, Houghton Regis, Dunstable LU5 5BQ, UK",01582 813900,http://www.advance-catering.co.uk/
Luton,B_equipment_repair,Jaspers Event Hire,"3-7 Frederick St, Luton LU2 7QW, UK",01582 749966,http://www.allenshire.co.uk/
Luton,B_equipment_repair,Rational UK,"4 Laporte Way, Maidenhall, Luton LU4 8EF, UK",01582 480388,https://www.rational-online.com/en_gb/home/
Luton,B_equipment_repair,Hassan Catering,"130 Leagrave Rd, Luton LU4 8HX, UK",01582 706666,http://hassancatering.com/
Luton,B_equipment_repair,A-Star Hospitality Caterers,"10 Brimfield Cl, Bedfordshire, Luton LU2 8TU, UK",07973 270541,https://a-starhospitalitysolutions.co.uk/
Luton,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Luton,B_equipment_repair,Nova Catering Repairs,"34 Dudley Rd, Brierley Hill DY5 1LH, UK",01384 210544,http://www.novarepairs.co.uk/
Luton,B_equipment_repair,Cater-Equip Ltd,"Unit 1, Junction Industrial Estate, Pontyclun CF72 9ES, UK",01443 225325,https://www.cater-equip.co.uk/
Luton,B_equipment_repair,Caterfix Limited,"316 Padholme Rd E, Peterborough PE1 5XL, UK",01733 561555,https://www.caterfix.com/
Luton,B_equipment_repair,WellTony LTD,"28 Laxton Cl, Luton LU2 8SJ, UK",07704 204674,https://www.welltony.co.uk/
Portsmouth,A_catering_engineers,BF Engineering Servics Limited,"Unit A, Lake Works, Cranleigh Rd, Portchester, Fareham PO16 9DR, UK",023 9249 8080,http://www.bfes.co.uk/
Portsmouth,A_catering_engineers,Southern Catering Recycling Ltd,"Unit C1, Oak Park Estate, Cosham, Portsmouth PO6 3TJ, UK",07854 833149,
Portsmouth,A_catering_engineers,Acorn Services,"Portsmouth Enterprise Centre, Quartremaine Rd, Portsmouth PO3 5QT, UK",023 9265 3344,
Portsmouth,A_catering_engineers,Direct Catering Equipment Ltd,"Bldg 1000, Lakeside North Harbour, Western Rd, Cosham, Portsmouth PO6 3EZ, UK",0845 603 5331,
Portsmouth,A_catering_engineers,Catering Equipment Support Ltd,"Unit 12 Deer Park Farm Ind Est, Knowle Ln, Fair Oak, Eastleigh SO50 7DZ, UK",023 8000 6082,https://www.cateringequipmentsupport.co.uk/
Portsmouth,A_catering_engineers,Commercial Facilities Engineers Ltd,"Challenge Enterprise, Sharps Cl, Portsmouth PO3 5RJ, UK",0800 002 9090,http://www.cfeltd.co.uk/
Portsmouth,A_catering_engineers,Grate Catering and Events Ltd,"Collins Rd, Southsea, Portsmouth, Southsea PO4 9NZ, UK",07803 542063,http://gratecateringevents.co.uk/
Portsmouth,A_catering_engineers,Eventus Hire Ltd,"1700 Blueprint, Dundas Spur, Portsmouth PO3 5RW, UK",023 9269 2869,http://www.eventushire.com/
Portsmouth,A_catering_engineers,Kitchenlab Sales Ltd,"Unit 5, Hilsea Ind Est, Limberline Rd, Hilsea, Portsmouth PO3 5JW, UK",023 9400 1071,
Portsmouth,A_catering_engineers,Meridian Catering Engineers,"Wessex House, Upper Market St, Eastleigh SO50 9FD, UK",023 8064 7062,https://www.meridiancateringengineers.co.uk/
Portsmouth,A_catering_engineers,Stones Throw Kitchen,"3, Portsmouth and Southsea Station, Portsmouth PO1 1EH, UK",,http://stones-throw-kitchen-ltd.square.site/
Portsmouth,A_catering_engineers,Gamma Catering Equipment,"30 Primrose Way, Park Gate, Southampton SO31 6WX, UK",07577 969799,http://www.gammacatering.co.uk/
Portsmouth,A_catering_engineers,JAG Services Uk Ltd,"4 Norman Way, Bedhampton, Havant PO9 3PH, UK",07775 922272,http://jagservicesukltd.co.uk/
Portsmouth,B_equipment_repair,BF Engineering Servics Limited,"Unit A, Lake Works, Cranleigh Rd, Portchester, Fareham PO16 9DR, UK",023 9249 8080,http://www.bfes.co.uk/
Portsmouth,B_equipment_repair,Acorn Services,"Portsmouth Enterprise Centre, Quartremaine Rd, Portsmouth PO3 5QT, UK",023 9265 3344,
Portsmouth,B_equipment_repair,Southern Catering Recycling Ltd,"Unit C1, Oak Park Estate, Cosham, Portsmouth PO6 3TJ, UK",07854 833149,
Portsmouth,B_equipment_repair,Direct Catering Equipment Ltd,"Bldg 1000, Lakeside North Harbour, Western Rd, Cosham, Portsmouth PO6 3EZ, UK",0845 603 5331,
Portsmouth,B_equipment_repair,Cemco Southern Ltd,"37 Marston Cl, Blandford Forum DT11 7RR, UK",01202 377205,https://cemcoltd.co.uk/
Portsmouth,B_equipment_repair,Commercial Facilities Engineers Ltd,"Challenge Enterprise, Sharps Cl, Portsmouth PO3 5RJ, UK",0800 002 9090,http://www.cfeltd.co.uk/
